passage.number,passage,annotator,nondomestic,notes
268,"Granby was about to express his doubts with considerable warmth, but prudence checked his tongue. Trebeck carelessly proceeded. "" Ay, there she did not judge amiss. Chesterton was worth encouragement. Old Banbury, the father, has thirty thousand a year at least. Mamma had probably drilled her a llittlande and I don't know whether she might not have caught hirn, if she had gone on as prudently as she began ; but she is not sufficiently practised yet."" ""Do you think then,"" said Granby, with suppressed emotion, "" that she is likely to be- come one of your mere establishment-seekers ?"" """,jessica,,
269,"Even in the old Palazzo, a guest of this description had been occasionally received, and had sat discussing some point of antiquarian lore, or something about tlie old books at Colla, with her father without taking any notice, beyond what civility demanded, of the little girl who sat at the head of the table. She did not doubt it would be the same thing to-night ; and though Markham was always 7iice, never leaving her out, never letting the conversation drop altogether into that stream of personality or allusion which makes Society so intolerable to a stranger, she yet prepared for the evening with the feeling that dulness awaited her, and not pleasure. One of the guests, however, was of a kind which Frances did not expect. He was young, very young in appearance, rather small and delicate, but at the same time re- fined, with a look of gentle melancholy upon a countenance which was almost beautiful, with child-like limpid eyes, and features of extreme delicacy and purity. This was something quite unlike the elderly antiquarians who talked so glibly to her father about Eoman remains or Etruscan art. He sat between Lady Markham and herself, and spoke in gentle tones, with a soft affectionate manner, to her mother, who replied with the kindness and easy afFectionate- ness which were habitual to her. To see the sweet looks which this young gentleman re- ceived, and to hear the tender questions about his health and his occupations which Lady Markham put to him, awoke in the mind of Frances another doubt of the same character as those others from which she had not been able to get free.",svenja,,
270,"Let the world be fully apprized of it, lest there should be some mistake or doubt about it here- after."" Mr. Robinson would have looked foolish, but that his consternation was too great to admit of the manifestation of any minor emotion. He arose, and walked to the door of the office, which he opened stealthily, and having satisfied him- self that neither Jeffries nor his companion, Hunsman, were listening, a frailty to which the former, as Robinson well knew, was especially prone, he silently returned to his seat. *' Well, Mr. Robinson."" said Bouverie, after a long pause, taking out his watch ; '* my time is precious. I presume the business between us is for the present settled. I am now about to call upon my solicitor, to whom I beg to refer ^ou in the further stages of this m.atter.""",matt,,
271,"But tides and tidal trains, my dear, wait for no man, as you may not have learnt yet. There are a few odds and ends on the toilet-table. Pray accept them, with my blessing. No, I will not leave my address ; thank you for suggesting the pre- caution, all the same. Chatham-Dover, main line, cabman.' The mere thought of a trip abroad always put Henry in good spirits. He waved his hand quite festively to the girl, who had already decided that this was quite the ' pleasantcst-spoken gent' of her acquaintance.",mark,,
272,"All work makes Peter discontent!"" Hubert is intensely amused by this gravely delivered speech. ""This is Miss Precocious,"" he says to his wife in English. "" Speak ee-ze Engliss,"" announces the "" fairy."" She has a sweet, merry face, and looks very kissable. She stretches up her small hands now and begins to play with the great bunch of seals and trinkets attached to Hubert's Avatch-chain. He regards her attentively the while, and says to his wife, "" She is a juvenile Hebe. What limbs she has, and what a bonnie face.",alex,,
273,"Before the fever broke out, they were often thrown ^' ^ together. together, and she heard, as it was intended she should hear, that their names were very often mingled. Florence Seton, if she could not hear this without a blush — for she was not wholly sorry to hear it — had no cause to blush, for any share that she had had in giving foundation to what was said. She had gone to the work that St. Hilda's offered, without any thought of what might come of it as regarded Crispin ; but she felt that his society did not certainly pre- vent her going on; and then she heard what she had hardly liked to put to herself, his name w4th hers. They sounded very well together. Florence Seton kept to herself her own thoughts; and her manner towards Crispin, was just w hat that of a woman so circumstanced should always be.",jessica,,
274,"The road to Earlshall led through plantations that belonged to the Earl: the sound came in that direction, and I hoped it might be some one coming in search of us. As the sound came nearer and nearer, I was almost sure I could distinguish Ginger's step; a little nearer still, and I could tell she was in the dog-cart. I neighed loudly, and was overjoyed to hear an answering neigh from Ginger, and men's voices. They came slowly over the stones, and stopped at the dark figure that lay upon the ground. One of the men jumped out, and stooped down over it. “It is Reuben!” he said, “and he does not stir.”",svenja,,
275,"It is necessary to say a word or two about Mrs. Norris. She had been a singer of some eminence ; and between her professional talents and, we may add, ses beaux yeux, very discreetly applied, had realized an income sufficient for her wants and those of her daughter, and which permitted her to indulge in some few luxuries besides, exclu- sively of the little suppers — to one of which we are about to introduce the gentle reader. Mrs. Norris was quite a person of good cha- racter, not such, perhpas, as would be personified in the beau ideal of Mrs. Chapone, or of Mrs. Hannah More, but still, as has been said, she had made use of ses beaux yeux with such un- common discretion, that the most censorious persons could find nothing worse to say of her than that, during ten years of her life passed in Italy for the improvement of her singing and for her health, she was very much admired, very gay, and delightfully amiable. Some, indeed, thought she was more particularly appreciated by a noble- man of large fortune, devoted to the fine arts; but nothing certain was ever known on this score. The said nobleman married precisely at the same period that Mrs. Norris's husband returned from America, where he had been acting Othello and King John, George Barnwell and Scrub. Mr. Norris, however, was a wretch of whom we will not speak, for all agreed that he behaved scandalously to his wife, and, in fact, he was said to have abandoned her. As to Emil}-, who was born during the ten years, — Mrs. Norris's ten years in Ital}^",matt,,
276,"Such was his mood of mind when the stable-clock struck ten — the hour when the post was due : and before long a tray of letters was brought to him. He had only expected one which could bear on his anxiety. Instead of one there were three. There was the one he expected ; he knew it must be her handAvriting ; he looked at the back, and there he saw her monogram. Besides that there was one from her eldest sister, and there was another from Mrs. Harley. He read the one from the eldest sister first. She accepted Carew's explanation with regard to the presence of Foreman, but slie did so in phrases of such studied coldness as to show that her displeasure remained, although the alleged pretext for it had been abandoned.",mark,,
277,"The children appeared almost distracted; their grief had more of that stunning character which attends unexpected calamity, than of sorrow for one who is gradually drawn from life. At length the messenger entered the room, and almost choked with tears, stated that both priests were absent that day at Conference, and would not return till late. The hitherto moderated grief of the wife arose to a pitch much wilder than the death of her husband could, under ordinary circumstances, occasion. To die without absolution--to pass away into eternity ""unanointed, unaneled""--without being purified from the inherent stains of humanity--was to her a much deeper affliction than her final separation from him. She cried in tones of the most piercing despair, and clapped her hands, as they do who weep over the dead. Had he died in the calm confidence of having received the Viaticum, or Sacrament before death, his decease would have had nothing remarkably calamitous in it, beyond usual occurrences of a similar nature. Now the grief was intensely bitter in consequence of his expected departure without the priest.",alex,,
278,"Tell Manie I am coming directly, hearie ? "" "" Who gave the child that ridiculous name ? "" asked Louis. * Calalue — anglice, spinach. T 2 "" My gorfaders and gormoders,"" began Calalue. "" Go, go ; massa has not time to hear you now,"" said Stella. "" We must go also, Louis,"" offering her arm, "" for Rebecca never stays long."" As he rose, the remembrance of his bodily infirmity flushed his face.",jessica,,
279,"It was not thus when we marched and fought in perfect con- cord, and no haughty superior fettered our hand and heart."" "" True, Trevanion ; each sacrifice and priva- tion was then sweet ; there was not a jarring string in the host."" "" And why is it not so still, Sir Beville ? why are those days of devoted counsel and pur- pose yielded to the present time of hesitation and indolence ? It ought not so to be ; the royal cause is sacrificed to these delays, — to this want of conduct as well as daring that now haunts our every step. By heaven ! we shall soon become a ridicule and bye-word to the people, whose bread we eat, and on whose in- dustry we have battened."" There was bitterness in his tone as he spoke, and the spirit of the young soldier, it was evi- dent, was chafed to the uttermost ; the free and frank expression of his features had changed to that of sullen and suppressed indignation. """,svenja,,
280,"Ccunfrg fife. BY WILLIAM HOWITT. IN THREE VOLUMES. VOL. III. LONDON : CHAELES W. WOOD, 13, TAVISTOCK ST., STEAND.",matt,,
281,"But I fear, this mean rapine, this ' itching palm,' as the English poet saith, which so infects the Republican Commanders, will induce me to rest contented with the good old virtues ; and even to compound with the prejudices of nobility afld hereditary rank. '' "" But, princes, dear Vittoria, can rob and oppress too,"" said Giustiniani. "" Si, si, good cousin : and that they do openly, under no cant of philanthropy nor professions of benevolence, but from the good old principle that seven-eighths of the world were made to serve the other eighth ; and. Heaven knows, that the ingrained marks of servility are stamped stronger on the wills, tar- lents, and propensities of the multitude, than all your boasted rights of equaUty and innate freedom are proved in the thousand-and-one dreams of moral and political philosophy."" "" What ! uttering such principles ?"""" ex- claimed Duvivier, "" and quoting English, moreover! Fair disciple of Pitt, I have known fewer words lead to a fate little be- coming thy beauty and thy rank."" "" Alas !"" replied Vittoria, "" your menacing arguments are but too true.",mark,,
282,"Madame Duval was in ex- tacies; and the Captain flung himfelf into so many ridiculous distortions, by way of mimicking her, that he engaged the atten- tion of all the company *, and, in the midst of the performance of the Coronation An- them, while Madame Duval was affecting to beat time, and uttering many expreftions of delight, he called suddenly for faits, which a lady, apprehending fome diftrefs, politely handed to him, and which, instantly applying applying to the nostrils of poor Madame j_)uval, fne involuntarily fhuffed up such a quantity, that the pain and surprise made her i cream aloud. When the recovered, flic reproached him, with her usual vehe- mence -, but he protested he had taken that meal ure out of pure 'friendship, as he con- cluded, from her raptures, that the was going into hysterics. This excuse by no means appeased her, and they had a violent quarrel -, but the only effect her anger had on the Captain, was to encreafe his diver- sion. Indeed, he laughs and talks so terri- bly loud in public, that he frequently makes us ashamed of belonging to him. Madame Duval, notwithstanding her wrath, made no fcrupie of returning to dine in 'Queen-Ann- street. Mrs. Mirvan had secured places for the play at Drury Lane Theatre, and, though ever uneasy in her company, she very politely invited Ma- dame Duval to be of our party -, however,, she had a bad cold, and chose to nurse it. I was sorry for her indisposition, but I knew not how to be sorry she did not ac- company us, for she is — I mutt not fay what, but very unlike other people.",alex,,
283,"What I particularly wish to impress upon you is the expediency of confining the future educa- tion of Miss Ella Ashton to the simply useful. It will be most ill-advised to persist in a course of accomplishments totally incompatible with her probable after-position ; and, indeed, all possible competition with her cousins must be carefully avoided. The sooner she is taught to understand the difference in their prospects, the more easily she will become reconciled to what cannot be repaired."" "" It is a sad pity !"" sighed madame, half sorrowfully, and half indignantly ; "" for she is full of talent and enthusiasm."" ""I am sorry to hear it;"" was the hard reply ; "" as neither the one nor the other is Ukely to profit her in the world. Be that as it may, however, you now know my sentiments and feeKngs upon the subject, and you will much oblige me by acting accordingly."" "" It will be a terrible blow to the poor dear child ;"" said the Frenchwoman. """,jessica,,
284,"He contented himself with evinc- ing his disgust passively only, but often and often he wished that the boy lay buried beside his mother, and ^vished it with a concentrated passion that would have amazed himself had he realised its intensity. If Philip were dead his father would be free to wed again, and then a son after his own heart might be born to him. But neither words nor wishes kill, and Philip, having been tenderly nursed during his infancy by a healthy foster-mother, grew stronger year by year ; and, while Philip was alive, he, and he only, could be the heir to the baronetcy. Sir Stephen stands prepared now to read prayers to the domestic circle, who have gathered around him in so quiet and orderly a fasliion. The bright morn- ing sunshine, which streams straight into the room, throws his tall, well set-up figure into strong relief against the back- ground of dark oak-panelHng. The lines of his face are as hard and firm as those of his form, and neither relenting nor yielding seem possible to either. His features resemble those of Hubert, but are cut clearer, and with more decision, and he is like his plastic brother in no other respect.",svenja,,
285,"Having effected the reunion of Raymond and Perdita, I was eager to return to England; but his earnest request, added to awakening curiosity, and an indefinable anxiety to behold the catastrophe, now apparently at hand, in the long drawn history of Grecian and Turkish warfare, induced me to consent to prolong until the autumn, the period of my residence in Greece. As soon as the health of Raymond was sufficiently re-established, he prepared to join the Grecian camp, near Kishan, a town of some importance, situated to the east of the Hebrus; in which Perdita and Clara were to remain until the event of the expected battle. We quitted Athens on the 2nd of June. Raymond had recovered from the gaunt and pallid looks of fever. If I no longer saw the fresh glow of youth on his matured countenance, if care had besieged his brow, if his hair, slightly mingled with grey, and his look, considerate even in its eagerness, gave signs of added years and past sufferings, yet there was something irresistibly affecting in the sight of one, lately snatched from the grave, renewing his career, untamed by sickness or disaster. The Athenians saw in him, not as heretofore, the heroic boy or desperate man, who was ready to die for them; but the prudent commander, who for their sakes was careful of his life, and could make his own warrior-propensities second to the scheme of conduct policy might point out. All Athens accompanied us for several miles.",matt,,
286,"We'll teach you, old schoolmaster, not to sit reading here all night,"" and the newspaper was snatched from his hand. "" I think, young gentlemen, you need someone to teach you good manners."" "" Not you, old schoolmaster. We'll give you a lesson first. You'll have to fight one of us."" ""I do not want to fight,"" said the other quietly. "" Can you not leave me alone ?"" "" Leave you alone, after your reflection on our manners !",mark,,
287,"Why, this thing "" — stroking her dark sables gently — ""must have cost more than the whole annual allowance I shall be able to give you, my poor child."" "" Oh, but it isn't paid for,"" answered Nina, placidly. This was hardly the sort of argument to reassure a prudent economist. *' It will have to be paid for, though,"" he submitted, with a shade of anxiety in his tone. "" Oh, yes ; some day. I don't let my trades- men bother me.",alex,,
288,"Of her few faults, perhaps the great- est is that she seldom knows her own mind, where her lovers are concerned, and will blow hot and cold, and merry and sad, and cheerful and petulant, all in one breath as it were. Poor lovers ! they have a hard time of it with her as a rule. But youth is often so, and the cold still years, as they creep on us, with dull common sense and deadly reason in their train, cure us all too soon of our pretty idle follies. Just now she was bent on rebuffing him, but you see her strength failed her, and she spoiled her effect by the smile she mingled with the rebuff'. The smile indeed was so charming, that he remembers nothing but it, and so she not only gains nothing, but loses somethmg to the other side. "" Well, I'll try to mend all that,"" says he, but SO lovingly, and with such unaffected tenderness that she quails beneath his glance.",jessica,,
289,"If you please, missis, I didn't mean to — but I 've heard — "" "" What have you heard — that is, how much ? "" ""Just what Miss Hilary said — about Master Ascott. Don't be afeard. I shan't tell. I never chatter about the family. Mother told me not."" """,svenja,,
290,"Yes, but,"" the others began at once, "" clo you want to go and do likeAvise ? "" <fc Yes I do in a way,"" shouted Torrington, jumping up. ""I don't want the thing to smell exactly, but I want to do what I can do best. And I'm a morbid analyst by nature, a dissector, a vivisectionist, and I hate the Young Person most devoutly. But these poor ignorant beasts don't know who the Young Person is."" And he launched into a consecutive diatribe against the novelist's bugbear, which was wonderful considering he was undoubtedly drunk. Presently he stopped and looked at his audience.",matt,,
291,"Nothing more remained for them to do, but inr sist upon an ample apology in the next day's paper ; and after dictating such a one, as Fe- licia thought would not only vindicate Rosa- lind's reputation, but strike a terror in her ca- lumniators, she left the office with blended feelings of grief and shame. All that could be done to clear her sister's fame from so foul a charge had been achieved; but Felicia had learnt to approximate the most distant periods, and familiarize her mind to what might be the consequence of present events. She felt that the purity of a name once defiled, like a gathered floweret, fades away ; and its fresh- ness, its lustre, never return. Silent and de- jected, she reached the place where she had de- sired the coachman would wait their return, and without speaking, threw herself into the carriage. "" Who could have thought it !"" were the first words that burst from Rosalind, as she drew up the glasses, and the coach drove off. "" A little vinegar witch ! I always knew she was vain and pettish, but I had no idea she was so malicious a vixen.",mark,,
292,"Paul and Halliday retired into a small recess in the interior of the cavern ; they were soon joined by several mariners whose heads had been left untouched by the liquor-cup. The following con- versation took place, and the ears of Maud drank in every sound with an anxiety amounting to pain. '' Weel, Paul, man,"" said a stout weather-beaten personage from the Mull of Galloway, — wee), man, and what's the grand tidings which ye have brought frae the west ? What prime news hae ye frae the great western continent, as Willie Macdowell called it — Ye wad ken Willie — a great scholar — spoke for ever, and called the sun the chief luminary of heaven, and the moon the lesser light, and the Wild Goose free trader a winged palace that walked on the great deeps. Aweel, what""*s your tidings frae the great western continent ? What says the seed of yea and nay, of grave Penn, and half-hang- ed Habbie Hempseed, to their rum free frae duty and their tea free frae tithe .'*"" "" Macgubb,"""" said Paul, '' you have resolved the great question of human freedom into one of strong drink. Yes, the descendants of the wise and valiant men, whom the folly of our former kings drove into the great American wilderness, are resolved to do something worthy of their fa- thers.",alex,,
293,"He was not blind to the soft beauties of Isis, the first time he beheld her, and finding her fa- ther inflexible in virtue, he despaired of possessing her in any way, while such a protector lived ; therefore he had a dou- ble motive for removing Vedova out of his path. It was not likely Isis and her mother could ever be informed of any transactions within the Inquisition, and of course the treachery of Leolfo could not be suspected. His errand was, to feast his eyes once more with the deli, cate charms of Isis, before he fixed his determination. Her father once re- moved, he saw no obstacle to his wishes, and putting on the mask of friendship, he offered his protection to those he had plunged in the bitterest wo. He ap- peared to take a friendly leave, promi- sing to see them on the morrow. As donna Vedova knew not of the part part Leolfo had acted, she did not in- quire of him intelligence of her husband; but the moment Gustavus entered, she read the fatal news in his sunken eye and altered countenance. — """,jessica,,
294,"I would fain have the man asked,"" said La Tremouille, "" if he knows by whom those bands are commanded, led, or instigated."" "" I know nothing but by common report,"" re- plied Antonio, "" and she is a stumbling jade upon whom it is not well to rest weighty matters. However, she sometimes stumbles right, and the general rumour throughout the whole country was that his eminence the Cardinal Caesar Borgia was at the bottom of the whole. Certain it is that the men who stopped and robbed the muleteer professed themselves to be his soldiers."" "" I cannot believe it,"" said the king; "" he was wrong in leaving our camp it is true, when he had voluntarily surrendered himself as a hostage, but in all our communications he showed re- verence for the crown of France, and professed respect and affection for our person."" A slight smile came upon the lips of several of the counsellors, who had learned by experience the difference between professions and realities, but no one ventured to assail the king's opinion, aud shortly after Antonio was dismissed; but it was only to give place to the king's provost, who came to report very unmistakable signs of mutiny and sedition in the city of Naples itself. From his account it appeared that even those who had been most discontented with the Arragonese princes, and had greeted most warmly the en- trance of Charles into Naples, longed for the res- toration of the old dynasty, and were, step by step advancing towards revolt. "" They are an ungrateful people,"" said Charles ; "" have I not freed them from taxes and burdens insupportable?"" """,svenja,,
295,"“They crack the City bubbles and bladders, at all events,” Mr. Fenellan said. “But if we let our journals go on making use of them, in the shape of sham hawks overhead, we shall pay for their one good day of the game with our loss of the covey. An unstable London's no world's market-place.” “No, no; it's a niggardly national purse, not the journals,” Mr. Radnor said. “The journals are trading engines. Panics are grist to them; so are wars; but they do their duty in warning the taxpayer and rousing Parliament. Dr. Schlesien's right: we go on believing that our God Neptune will do everything for us, and won't see that Steam has paralyzed his Trident:—good!",matt,,
296,"I will not ask it now then, Walter ; but we must meet again. I could not die in peace if I saw you not ; and you must think of me as a father — a fond father, and receive from me a son's portion. It is a simple thought to become an author : you have saved me tens of thou- sands — you will not pain me by refusing part of what you have preserved ?"" "" Pardon me, this must not be !"" interrupted Gordon quickly. "" I would not pain you by refusing ; you must not pain me by the offer- ing. You had a claim on my services for your past kindness. On this point I am resolute :",mark,,
297,"Is it the end ? Is it all really over ? There had been a faint flicker of the dymg candle — a tiny glare — and now — for all time is it to be dark- ness ? As for her ; ever since he had let her hand go, she had stood with bent head looking at it. He had taken it — he had let it go. There seemed to be a promise of Heaven — was it a false one ? She is silent.",alex,,
298,"While he is considering how to reform the drunkards he quite forgets what is to become of the pubHcans. Thousands of them as there are — thousands and thousands."" ** They are much to be pitied. But still, if it is the will of Pro\ddence, they will have eventually to go to the wall."" *^ Providence,"" said Sarah, not irrever- ently, *' must be allowed to do as it pleases. But I do not and cannot see how you find out what that pleasure is till it is made manifest.",jessica,,
299,"I will tell her the truth about those infernal verses, menace death, blood, and danger, and then---” Here he fell back into a charming revery; the wily fellow knew what power such a circumstance would give him over a poor weak girl, who would do any thing rather than that her beloved should risk his life. And with this dastardly speculation as to the price he should ask for refraining from meeting Fitch, he was entertaining himself; when, much to his annoyance, that gentleman again came into the room. “Mr. Brandon,” said he, “you have insulted me in the grossest and cruellest way.” “Well, sir, are you come to apologise?” said Brandon, sneeringly. “No, I'm not come to apologise, Mr. Aristocrat: it's past that.",svenja,,
300,"Lizzie's defences were entirely overthrown. Her look of indignation faded off her face, to be replaced by a quick crimson blush, which as rapidly disappeared and left her features as pale as marble. She made a hurried step towards her brother, and fell sobbing on his neck. "" Oh ! Bertie, Bertie !"" she sobbed out, be- tween a series of little gasps. "" There, there, don't cry ! my darling little Lizzie.",matt,,
