passage.number,passage,annotator,nondomestic,notes
302,"they are re-united now. But how pitiful to think of that long life, filled with one maddening thought, one long waiting for the impossible, the whole of God's fair creation walled up and stifled in one crushed brain ! If one were to love like that — God forbid ! — it were better to taste death at once. But Gwen- doline's story had ever haunted me ; and, though I loved the terrace on a fine summer's morning or in the full glory of the afternoon, twilight always banished me from the spot. I could not have paced under those dark trees alone without fancying I heard a soft footfall behind me ; and though I have no abject belief in ghosts, still, if a white figure were suddenly to start up and wring its hands, I ' Dreaming as usual, Olga ?' ' Aunt Catherine,' in a confused voice, for there was Miss Sefton standing in my path, and I could see the amused look in her eyes, * I was thinking of the Lady Gwendoline,' I blurted out. ' What put her into my head, I wonder ?'",alex,,
307,"— Or spare my father, pangs which I know must kill him, by snatching myself from this terrible sacrifice !"" "" You speak darkly,"" said Sir George — "" or else, I am reluctant to understand the meaning of your words."" "" I came not to speak in riddles,"" continued Caroline, in the same suppressed voice, "" when I came upon the errand that has brought me here. God knows what it is I do — but I am so very wretched, and the alternative to which I am bound is so very dreadful, that I may hope to be forgiven ! In this room, not a week since, you condemned, indignantly, the ' bar- gain,' as you called it, ' which bartered away the long happiness of a young heart, to gladden the cold passions of a selfish one !' These words sunk deep into my soul. A thousand times they have fallen from my tongue, since I heard them.",alex,,
312,"“No, no, it is not man's nature. I will not allow it to be more man's nature than woman's to be inconstant and forget those they do love, or have loved. I believe the reverse. I believe in a true analogy between our bodily frames and our mental; and that as our bodies are the strongest, so are our feelings; capable of bearing most rough usage, and riding out the heaviest weather.” “Your feelings may be the strongest,” replied Anne, “but the same spirit of analogy will authorise me to assert that ours are the most tender. Man is more robust than woman, but he is not longer-lived; which exactly explains my view of the nature of their attachments. Nay, it would be too hard upon you, if it were otherwise.",alex,,
317,"Yet this man was not cruel by nature. Perhaps it grieved him to be compelled to treat his prisoners with so much harshness \ but he made it a point of conscience to adhere, in the most punctual manner, to the oath which he had been obliged to take to the Count of Easing wold. * "" You see/' said he, "" that I am indulgent, as far as ;lies in my power I received no particular command respecting the imprison- ment of the child, who was deli- vered to my custody at the same time with her mother ; and there- fore I allow him to enjoy all those advantages from which I am com- pelled to debar her and yourself ; neither was it forbidden me to furnish Mercia of Windermere with such sources of mental amuse- ment as would beguile her soli- X.-W'X^'VV-V'VV^^^'V^.^^^.V^'V^-^.'X.-V^.-^-'V'V^.X. tary hours. She has a variety o books, her spinning-wheel, and her embroidery-frame.",alex,,
322,"that was the black who killed poor Shane I I saw the dart come from the tree.' ' Pardon me, Missouri/ said Deverel, grasp- ing his hand; ^I will try never to form a wrong opinion of your actions again.' At nine o'clock in the evening the river began to rise with the tide, and there were strong hopes of getting the brig off. The mountain streams that fed the river had been swollen by the late storm, and the water rose rapidly. About ten o'clock, however, there was a fresh alarm of the approach of the blacks. The night was very dark, and the canoes were nearly alongside before they were discovered. The large guns could not be used, and the blacks were soon climbing the sides. , Lamps were burning over the deck.",alex,,
327,"How much of this outcry for gold did Mr. Craig think would be superseded by the customers of country banks being referred to the Bank of England for metal money, instead of having it of their own bankers ? ""As much,"" replied Mr. Craig, ""as the Bank may choose. It can proportion its issues to country bankers as it likes. But, in case of the adoption of this plan, it will be necessary that branch banks should be established by the Bank of England in all populous districts, so that the people may have every facility for converting their notes. Much less business would be done, much less confidence would exist, if there were delays and difficulties of any kind in converting notes which are convertible at all."" "" It is, then, only to prevent drains on the Bank of England coffers, and their consequen- ces, that you would make its notes a legal ten- der for country paper?",alex,,
332,"Our progress along this bye-road was slow. There was no white dust upon the path to guide us. We had to grope our way as well as we could between the zigzag fences. Now"" and then our horses stumbled in the deep ruts made by the wood-wagons, and it was with difficulty we could force them forward. My companion seemed to manage better than I, and whipped his horse onward as if he were more famihar w^th the path or else more reckless ! I wondered at this without making any remark. After half-an-hour's struggling, we reached the angle of the rail-fence, where the enclo- sure ended and the woods began.",alex,,
337,"My darling, you can't expect me to say that,"" interrupted Jack judiciously. "" No ; but seriously, dear, don't you think so ?"" "" She is quite a lady, no doubt, in mind"" observed the designing one, with just sufficient of detraction in his tone to insure a reply from the Defence. 11 Well, but, after all, that is the chief thing,"" said Blanche. "" And really, now poor dear Helen is dead and gone, don't you think Arthur might do worse, if he really feels a warm regard for Jenny, and taking into consideration, of course, the dreadful state in which he is in "" "" But think of old Jacob, and the inn, and the lock,"" put in Jack. 11 Well, of course, all that is bad ; but it's a question of life or death almost to Arthur ; and if he could be rescued from his solitude and melancholy by such a step, I do honestly think that a marriage with Jenny would be the best thing for him."" """,alex,,
342,"I hope it has taught me a lesson for life."" ** A fault thus nobly redeemed ** began Ippolita, her beautiful face, suf- fusing, in spite .of herself, with the sen* timekit that warmed her heart; she did not trust herself to finish the ^sentence % for now a keen pang of regret that she could be nothing hereafter to him she admired so justly, shot through her breast, «id banished from her cheek the colouring of tenderness and joy. But Valombrosa, thrilling with the tone in which she had spoken those few woMs, saw not the change. He resumed. '^ One half of the persons who retailed these tales about Prince Angelo, doubt* less did it upon as slight grounds as J beUeved them : for I never had the sense or the justice to seek out the few indiyi- duals Ddio did know the Prince's history and character, and learn from them wbe^ ^her he m&ji» indeed a proud cynic, or dhe-flisd inth a vroteid inihfis iieart fibm the.",alex,,
347,"Ah ! had you lived, I should have needed no other protector,"" continued she, bursting into an agony of tears. In the miserable predicament in which she found herself placed, she saw only the alter- native of putting herself still more in the power of Briggs, by proceeding Avith him to Calgarth Hall, or accepting the protection of Philipson. The impropriety of this latter measure appeared to her so glaring, that cost what it would to her feelings, she determined to pursue her journey with Briggs, in obe- dience to the dying commands of her mother. The tumult below now increased to louder clamours. Her name was again and again repeated in louder tones. Presently she plainly distinguished the clash of arms, and the shrill accents of old Bridget and her attendant damsel, partly in terror and partly in supplication ; but while all this reached her from below, and her anxiety to hear plainly the subject of dispute became more intense, and caused her to hold her breath, lest her respiration should prevent her facility of listening, the harsh, angry voices sank to faint whispers on her ear, and she fell back upon her pillow in a state of utter insensibility.",alex,,
352,"It was not the first time Sidney Aschen- burg had had to listen to expostulations upon this subject from his guardian ; but he sat unconcernedly enough, tossing over his straw- berries, while a slight smile played about his mouth. There was a pause of several seconds, and then Mr. Aschenbursf, 'with the touch of as- perity gone from his voice and manner, said, ""Think well before you come to a decision upon anything ; but, having come to it, stick to it — unless, of course, there is some absolutely good reason for change."" Then, as if he felt he had been speaking with undue harshness, he turned for the first time to the young man, the old kindly smile in his eyes, saying, "" And now, my boy, go to Norway and have a pleasant trip, and let us forget there was any talk of change."" For the first time the unconcern depicted on Sidney's face gave way, and he looked at the elder man resolutely, his straight eyebrows knitting themselves, and the mobile mouth stiffening in a haughty determined way. "" You have been tutoring me to be reso- lute, therefore I need not apologize if I say once and for all that I shall not go to Norway."" Mr. Aschenburg did not change his position, but kept his arms on the table and leant over them, Hs face with its benevolent expression turned upon his companion. '*",alex,,
357,"Here, I thought, are two specimens of humanity without intelligence or education, who show the natural depravity of human nature and the great power my master possesses in this world. Here is a proof that in his original state man is but little removed from the demon. Not the slightest provocation had the engineer given those two idiotic murderers. They had not even envy or jealousy to stimulate them, their brute natures not being even sufficiently organized to allow such feelings. They would have committed a terrible crime, and that from the mere pleasure to be found in its perpetration. But my satisfaction was only of momentary duration, and I found the conclusion I had arrived at was as imper- fect and disappointing as it well could be.",alex,,
362,"Never touch a pottle pot after thou hast drunk down to the fifth hoop ; for if thou dost, nis at the peril of thy five senses. Standwich — Cuthbert — State ministers — cut-throats — great amongst the little, and little amongst the great — ^ye are all as drunk as land lubbers need be. Bear a hand and help me to lie down, for my head and my legs are somewhat totty. Give us t'other cup for a night-cap. Levi count your beads, and Standwich don't forswear bacon, and you'll both be in a right way for saints : and so I say, a good morrow to you all."" The drunken pirate was led off to a couch composed of moss and dried fern, in another re- cess of the cavern. Soon after, Levi, who also was to pass this night in the rock, retired to his pallet, and composed himself to rest ; whilst Standwich and Cuthbert Mayne, and one or two others in their especial confidence, held a coun- cil as to the management of their desperate affairs, which, in due place and time, will be made known to the reader, since, whatever their determinations might be, it was not yet that they could carry them into action.",alex,,
367,"I want to go to "" (naming a town on the road to Warsaw). "" To-morrow morning,"" said the driver. "" You won't be able to get on to-morrow, I expect,"" said the man. "" Bands of insurgents have appeared in the neighbourhood to-day, and communication wdll most likely be stopped to- morrow. Better go to-night."" "" Is there no means of getting on to War- saw ? "" inquired Jagellon, now breaking into the conversation. """,alex,,
372,"Yet again and again she turned her head to look upon the fleeting sand, and as it sunk lower and lower in the glass, her heart died within her, and her cheek became more pale ; but she could not say, "" the time is almost spent."" Sir Walter's eye followed hers in the same direction ; he saw the few remaining atoms dropping one by one, as it were, to tell out the flitting moments of life ; and clasping Anna in his arms, he pressed her with convulsive energy to his bosom, as if he would yield up his soul in death, where it delighted to hover in life. "" Farewell, Anna,"" he said ; "" oh ! may He who is the Father of the fatherless^ comfort and bless you."" Anna could only answer with her tears. "" My time grows short,"" continued Sir Walter ; ^^ I hear a stir without — they are coming for me.",alex,,
377,"' Sincerely yours, ' Pablo Somerville.' This Invitation gave him a sense of relief, inexplicable, but strong. With Father Somer- vllle he felt entirely at his ease ; felt that he was understood, was not taken to be a hero, or anything else that he really was not. Here, at the Abbey, he had the very oppo- site sensation. He knew that he was looked upon In the light of an unusual and remarkable phenomenon. He knew, for he had a keen.",alex,,
382,"Well, where does she live ? "" The clerk eyed him suspiciously : the face did not attract confidence. Was this likely to result in an interesting case in the police-news ? "" Looks as if he might be an amy-toor detective,"" thought the youth. An "" amy-toor detective "" conveyed no very definite meaning to his mind, but had a vague general connexion with people who were "" wanted."" The suspected one observed the questioning gaze. "" You need not be excited, my friend,"" he said reassuringly. ''",alex,,
387,"There was something so honest and good-humoured in the appearance of this man, that I fancied I might safely request his advice and assistance, in pro- curing the means of removing to some distant town. I invented a story of being- sent for to Bristol, to attend a dying re- lation, and found him intelligent and kind- hearted. He told me, that although Lon- don was certainly quite out of my way to Bristol, yet, he thought I was more likely to obtain a conveyance from that place than any other ; and said^ he had no doubt, he should meet with some friend at S 3 who would convey me to the metropolis. At first I felt averse to this scheme, till recollecting that I should find it much easier to conceal myself in London than in S , or any of the adjacent towns, I thanked him, and accepted his offer of endeavouring to procure me a safe and speedy means of continuing my jour- ney. ''On arriving at S , the worthy farmer advised me to amuse myself at the fair, as he certainly could not enable me to quit the place till the next day. This proposal, however, I declined, alledging and with truth, that my mind was too anxious and uneasy to admit of my tasting any pleasure. He therefore conducted me to an inn; and I was shewn by the landlady into a room, where I passed a melancholy day.",alex,,
392,"""I am aware,"" he said in his plausible man- ner to the doctor, ""that it is useless my endea- vouring to keep up the deception any longer. Pray excuse me ; I am sure you would do so if you knew all. Nothing, of course, can be more painful to a man who has enjoyed the reputation of foresight and knowledge in his profession that I have than to be obliged to admit a mental infirmity, — for such I would hold it to be in another person, however learned he might be in his particular walk. At the same time let me assure you that you are in error in imagining anything like remorse to be connected with it, as I presume you intended when you spoke of Banquo's ghost ; I am happy to say that I invari- ably conducted my business in a strictly hon- ourable and just manner, and never in a single instance in the whole course of my career did I overstep the limits of the professional licence the law allowed me."" A slight and almost imperceptible grimace passed over the doctor's countenance, as if he imagined it perfectly easy to be dishonest, and yet to be within the limits of the law. He, however, made no remark on the subject, simply contenting himself with apologizing for any acci- dental incivility he might have been guilty of, and VOL. II.",alex,,
397,"V. 4. which has gone forth from the hps of immutable and everlasting Truth cannot be reversed or annulled, save by the destruction of the body. Thus, also, when it was thought to have in Ame- rica an episcopal, or apostolical, church, never did the people dream of making bishops (and without these there could be no ministry) ; but determined on applying to the Church of England. And our colo- nial establishments are thus preserved in the unity of the Church, under one Head and Lord of all — '* the Shepherd and Bishop of our souls."" But, though the dissenting ministry may not lay claim to the validity which characterizes the mission of our clergy, it may, nevertheless, be argued* from Scripture that it has a validity. The exceeding good- ness and love of our Lord has, it would appear, given a sanction to this sort of co-operating service, by which it is, in his eye, at least suffered, though probably with a regard for his peculiar followers, so jealous that it requires, in order that they may be efficient workmen, a hearty and sincere — not a schismatical and opposing spirit, to render valid the labours of such Christian ministers. One of his apostles came to Jesus, "" saying, Master, we saw one casting out devils in thy name, and he followeth not us : and we forbade him because he followeth not us.""",alex,,
402,"to the man at the helm. “Nor'-west, half north.” “Keep a brisk look-out to the south'ard, sir,” he said to me; “and sing out if you see the sky clearing.” I saw him, by the binnacle-light, put his finger in his mouth and hold it up. But there was no other air to be felt than the short rush first one way, then another, as the ship rolled. Scarcely ten minutes had passed since he addressed me, when I saw what I took to be a ship's light standing clear upon the horizon, right astern. I was about to call out when another light sprang up just above it.",alex,,
407,"There, is, indeed, so little difference between the rich and the poor ; can even Hyde Park in the season go beyond the flower and the cigar ? In certain tropical lands, the first step in civilisation is to buy a mosquito curtain, though your dusky epidermis is as impervious as a crocodile's to the sthig of a mosquito. In this realm of England the first step towards gentility is the two])enny smoke, VOL. I. X to which we ding, though it is made of medi- cated cabbage, though it makes the mouth raw, the tongue sore, the lips cracked, the eyes red, the nerves shaky, and the temper short. Who would not suffer in such a cause ? It bei2fan with a remark of Ano-ela's about his continued laziness.",alex,,
412,"'' Very unHkely."" *' Unlikeher things have occurred. People- have sometimes won a mint of money after losing nearly everything."" "" But after such luck have they not generally lost again ? "" Arthur inquired. *' I own they have ; the ups and downs of fortune are incalculable ; but still, by pursuing a certain system, I think it possible to be absolutely sure of winning in the long run.",alex,,
417,"So they say. We make our for- tunes, and we call them Fate."" ""Yet the Voice sounded — the daughter of the Voice that summoned Samuel."" "" You have told me strange things ; I have heard stranger solved."" "" My faith is a rock."" "" On which you may split."" "" Art thou a Sadducee?"" """,alex,,
422,"Why, there's no end of divarsion--the divarsion of _stopping_ them, of course, I mean (observing a sudden alteration in Loftus's countenance). An' _you_, av coorse, want to stop it? And so, av coorse, do I, my dear. Well, then, wait a bit, now--we must have our eyes open. Don't be in a hurry--let us be harrumless as sarpints, but _wise_ as doves. Now, 'tis a fine thing, no doubt, to put an end to a jewel by active intherfarence, though I have known cases, my dear child, where suppressing a simple jewel has been the cause of half a dozen breaking out afterwards in the same neighbourhood, and on the very same quarrel, d'ye mind--though, of coorse, that's no reason here or there, my dear boy! But take it that a jewel is breaking down and coming to the ground of itself (here a hugely cunning wink), in an aisy, natural, accommodating way, the only effect of intherfarence is to bolster it up, d'ye see, so just considher how things are, my dear.",alex,,
427,"Save five pounds a year and be miserable,"" he said ; "" that sort of saving does more harm than good. There, child, say no more about it ; I'm not going to let you suffer, I've injured you enough already."" "" How can you have injured me ? "" she said, laughing ; *' you are the best father a girl ever had."" He pushed her away as she tried to put her arm round him, and he rose from his chair. ''After all, I had better tell you,"" he said in a hoarse, strange voice, that filled her with fear; ""you'll not caU me the best father in the world, I take it, when you know that I am no better than a thief. Yes, a thief,"" — for she had forced herself to smile at what she considered exagger- ation, — "" I have robbed you of your grand- father's savings, Ruth ; every penny of it is made away with.""",alex,,
432,"I do not see why we should not ; but it is curious to read of one's self and one's neighbours so frankly portrayed,"" said Mr. Dale. "" She has dealt very leniently by us all. She has always some praise to bestow,"" said Mrs. Askham. ""What are you thinking about, George? You look so grave."" "" I was thinking of what has just been read, and of my thorough unconsciousness of the pleasure or pain I caused her."" "" And I dare say, papa, you thought how terrible it must be for her to live in constant fear of betraying herself."" """,alex,,
437,"he will not ; if once you take him, I never more shall see him. Oh, Tom ! Tom ! can you leave your wife in this situ- ation ?' and they rushed into each other's arms. ' It 's very distressing,' said the lieutenant to the midshipman, ' very indeed ; a most un- pleasant service ; and in this case, if we had taken the rest, we might have strained a point and released the shoemaker.' ' Oh ! do, sir, do !' said the woman ; and, as she extended her arms to clasp the officer and bless him, a large pillow dropped from under her dress.",alex,,
442,"Why not ?' * Because — what could you do ?' ' Ah, well, that is exactly what I do not know ; but you might, perhaps, be able to tell me.' ' Oh no, there is nothing. You see, I have good friends.' ' Women — yes.' * Come, now, don't let Gertrude hear you speak in that contemptuous tone about women and their help !' ' Indeed, I had not the faintest notion of the kind. Only there are things in which a man can help a woman better than a woman can.",alex,,
447,"With 145 Figures. Crown Svo, 4J-. 6d. CLAPPERTON, Jaite ^z^w^. — Scientific Meliorism and the Evolution of Happiness. Large crown Svo, Si-. CLARKE, Rev. Henry Ja??ies, A.IT.C.—Tlie Fundamental Science.",alex,,
452,"Were I less affected myself, I should attempt to speak consolation — but 'lis impossible! — the gust of sorrow must have way — aud lime only can reconcile us to our loss. Might I advise you— remain some time longer in India, or make the tour of Europe : it may divert a nielauclioly, which an immediate return to Eugland can only augment, and which would be fruitless lo those who, by the time you receive this, must have been dcad almost a year. ' Mrs. Rivers bequeathed me her estate; which, you know, was in her own power; incumbering it by bearing the name of Belmon' ilso use. I cannot a say I am fond of the change; but the fortune is too consi- derable to be relinquished for a name ; and, as I have expectancy of a title, the alteration will not be material. ' I have nothing lo add, but lo conjure you to bear your misfortune with fortitude —to take the tour I advised ; endeavour lo regain your tranquillity, and you will be a welcome visitant to ■ ' C. BELMONT.' "" The latter part of this letter I did not read till two months after I received it; for I no sooner reached the account of Marias death, than, as struck with lightning, I fell senseless.",alex,,
457,"""I have rarely met,"" he said, ""with any man not in the profession who was so well versed in matters of the kind as yourself. I am very sorry we do not live nearer to each other, as it would give me great pleasure to conduct you over my establishment, and to receive from you any hints as to its arrangements which you might be able to give. You should clearly understand that it is not what is usually termed a lunatic asylum. I receive only twelve ladies or gentlemen whose cases are of the lightest description ; so much so, in fact, that no one who has not gone so deeply as yourself into the subject could detect that there was anything abnormal about them. I do not even call them my patients, I consider them solely as my guests, and treat them as such ; and I assure you a happier little community than we form it would be difficult to meet with."" ""You strongly pique my curiosity,"" I replied. "" I should much like to pay you a visit, and any assistance or advice I could give you would be gladly at your service."" """,alex,,
462,"Your name is ever in my prayers, and that of her whom I have loved as my own sjDiritual child, while I have ever admired in her the model of all Christian virtues. "" May the peace of God descend on you both, and on the darling child heaven has given you. I am greatly in need at the present time of your lordship's advice and opinion on a matter nearly relating to the welfare of your illustrious family ; and the urgency of which makes me tenfold regret your inoj^portune absence. "" Evil-minded and evil-designing persons have set on foot some strange stories re- specting your lordship's honoured brother, Mr. Roger. And the foul calumnies that circulate, like the infection of disease in the very air around us, are the more difficult to put down, from the fact that they are so vague and indefinite, that the cunningest mind can hardly decipher their purport. "" Your lordship will perhaps question my own wisdom in alluding to such idle gossip, when I am not able to give any W^ good explanation of my meaning. And, indeed, I have mused for many weeks on the question before I resolved to come before you with such uncertain tidings, which might reasonably lead you to doubt the saneness of my judgment. But the name of Clifford is too dear to me for me any longer to hold my peace, and I have at length brought myself to the point of writing to you on this painful subject.",alex,,
467,"The rope was taken off and laid on one side. Giving the bridle to one of the men to hold, he approached the horse carefully from the shoulder, and endeavoured (vainly for some time) to put on the saddle ; but it was not until the animal's fore-leg was strapped up that this could be accomplished and firmly secured. The crupper now caused some delay owing to the plunging of the animal ; but all was satisfactorily managed at length, the men all left the yard, and. seating themselves on the top-rail of the stock-yard fence, prepared to enjoy the coming scene with true bush zest. Fitzgerald, after fixing the reins to the saddle, undid the strap which held up the creature's foot, and allowed him to run loose, in order that, if disposed to buck, he might do so before being mounted. But Harlequin, as the grey was named, did not seem inclined to waste his energies on pigskin merely, although he moved about very stiffly, with slightly humped back, and his tail held closely to his body. ""You better mind that fellow, Mr Fitzgerald,"" said the Native ; "" he's sure to buck a docker."" """,alex,,
472,"— I do not pretend that in many things he may not have proved mean, selfish, savage ; — but I know, that of all my acquaintance, there is not one, who, if reared by such a mo- ther, rejected by such a wife, and coaxed into egotism by the flatteries of such a host of toadies, would not have come forth from the furnace, fifty times as hard, as hot, and deteriorated with fifty times as much alloy, as he with whom I spent so many hours of pleasing sadness upon the banks of Lake Leman ; — the man who devoted his blood to the cause of Greece, and who was finally bled to death at Missolonghi. Both of us were in the feverish frame of mind arising from a sense of injury. — Byron's exaltation of spirit showed itself in unnatural mirth, — mine in profound despondency. — But his frantic laughter and my frantic tears sprang from a common source. Would that the bit- terness of Cecil Danby could have qualified the waters of Helicon, to fertilize so fair a field as that which over-shadows with laurels the name and grave of my noble friend ! — But while Byron was plucking the stars from their spheres to form a circlet that might supersede his crown of thorns, a wreath of nettles was the utmost I could hope to accomplish. His ardent soul soared into the majestic altitudes of heaven ; but the sublunary eyes of Cis Danby were evermore riveted upon the waste places of this world.",alex,,
477,"I can't talk about it now. But I'll tell you more as soon as I can. Stay here, my dear boy, at present,"" added Mr. Arlington, kindly, as he noticed traces of suffering on his son's face. ""And study as hard as you like. You can have the chesnut to ride when you like — till she's sold."" Richard came and went as heretofore — but was more reserved than ever. His brother saw, not without additional remorse, that any little increase of brotherly regard and intimacy which had manifested itself at first after Richard's return from Canada had quite vanished.",alex,,
482,"Then,"" added Sir Henry, "" I have heard some ill-na- tured people accuse him of having been the original adviser of the expedition to Wal- cheren. '' "" Then I shall hate him for ever !"" exclaimed Emily, whilst the colour mounted in her face at this expression of Sir Harry : •' if he advised that measure, he can neither be a man of sense or political knowledge !"" '' That is precisely what the world says of him,""' replied the Baronet, unmindful of the tender chord on which he had touched. "" The fact is, it might have been more prudent to have despatched the expedition to the Weser, or still farther north, — where the Prince's ene mies declare the country was ripe for revolt : but then, you know, no man who loves his country, would like to see it become the theatre of war, or exposed to all the incoaveniences and exactions of military occupation; and I think it very natural that he should rather have wished to see a whole British army perish, than that his own country should suffer by the na- tural consequences of war."" "" God deliver me from my friends !'* ex- claimed Sidney. "" I only accused him of being a fool ; you wish to make him out a knave.*' """,alex,,
487,"She had been saving up the money for many, many years, in order to pay for her funeral and also to leave a little behind her. As the withered hands tremblingly shook the coins from their resting-place, her eyes again filled with tears. Between what she had proposed and what had been disposed for her, it was indeed a sad contrast for the poor old thing. ' Take it all,' she said, in her quavering voice. ^ The Lord's will be done. But eh !",alex,,
