passage.number,passage,annotator,nondomestic,notes
766,"She is very romantic,"" remarked Miss Sparke, in her soft voice ; "" did your ladyship remark her extraordinary poetic flights when she got upon the subject of her ohl music master ? One feels oneself — he, he ! "" laughed Miss Sparke, "" very common clay indeed in her company ! "" "" She is not usually affected,"" replied Lady Dumbarton, who could be just even when angry. "" Affected ! dear no ! Your ladyship mistakes me. Only a little romantic in her friendship, dear girl."" "" Eomantic in fiddlesticks ! "" exclaimed Lady Dumbarton impolitely. "" She is a fool, that is all.""",mark,,
767,"""Julia!"" he said, at length, ""I firmly be- lieved that I could never hope again ; for more than four years I have believed the letter you wrote to me from Eagle's Cliff had sealed my fate for ever ; and what leads me to think otherwise at this moment ? Who shall say ? 1 cannot. I cannot even guess why it is that, in defiance of that letter, in defiance of your own assurance, so calmly, so deliberately given, I should be mad enough to risk the agony of another refusal. But were I to ask the same question of you that I presume that unhappy young man to have asked — if once more I were to ask you to be my wife, would you repeat your tremendous 1 Never ! never ?' """,alex,,
768,"As a rule, our friend seems to me to walk backwards and forwards too much while he's painting a canvas. I often advised him to sit more still. If you watch any of the great masters at work, I always sa}', you'll see them seated so close at their easels. and so certain of the value of every particular touch, that they never need to look at the total effect they're producing at all. That's art : that's the master's way of working. Corot said there were certain pictures of his which he never really saw in any true sense of the word till they'd been signed and framed and sold and paid for. How much better that than this perpetual niggling !' '",jessica,,
769,The Leaden Casket. I Self-Condemned. That Other Person. | Mrs. Juliet. By C. J. CUTCLIFFE HYNE. Honour of Thieves. By R. ASHE KINO. A Drawn Game. ',svenja,,
770,"Lady Jerningham and I made him a visit to- (iay — it was an affecting one — he -is 'indeed greatly reduced, subdued, and softened ; composure had taken place of that that elation, that agitated state of spiritSj the giving way to which had nearly proved fatal to him ;— after looking at Lady Jerningham for a minute — '' Alas ! how plainly do I read in the counte- nances of my dear friends, the anxiety and pain that I have caused them : NoWy indeed, am I punished for my childish impetuosity, in more than one instance : how thankful am I, that they are spared a greater shock — I trust in God, I may live to correct my faults, and amend my conduct."" Dr. Burton pressed his hand on the bed, but did not speak. *' We are all thankful, dear Frede- rick,"" said Lady Jerningham, "" for this happy change !""",matt,,
771,"My Amelia, who was the belt of wives and mothers, endeavoured often to inspire her with a love of neatneSs and ceconomy, but but fhe was too young and thoughtless to give ear to any argument on the subject."" The old man appeared so much affected with what he had related, that Madame de St. Claire begged he would defer the remainder of his history till the afternoon, or another opportunity.. The children appeared greatly intereited in what they had heard. In the molt pathetic parts, Emmiline had been obServed to put her handkerchief to her eyes ; and when De Livré left off speaking, flic jumped upon his knee, and throwing her little arms around his neck, exclaimed, "" Wicked boy! to behave so ill to so good a father! But do not grieve about him now; mamma, I am sure, will always be your friend, and if we are not too young, let us be your friends also? My brother, though a little vain, is a good boy ; the more you know of him, the more you will like him; and you will love Clara too, who I am sure d 2 would would work Sor you with all her heart.",mark,,
772,"He had worked for an hour on the full- length reproduction of the family miiiia- VOL. I. p ture, and then had turned to the ' Butter- cups,' and began painting a hazy land- scape background taken from a sketch which Coleman had lent him. The ances- tress, in her blue gown and gold-spotted gauze scarf, had been turned face to the wall, and Nellie Crane stood unfinished on the easel, when Felix heard a knock on the door. He shouted ' Come in !' but as no one entered, he sauntered across to interview the visitor. It was Lord Lillebonne. ' Oh, I beg your pardon, my lord !' cried Vereker ; ' I thought it would only be one of my set, some art-student.",alex,,
773,"""We aren't so ambitious as you seem to think ; but we do what little we can."" Lord Walter had at one time examined into the social problems arising out of excess of population, over-crowding, com- petition, drunkenness and the like, and had read a great many Blue Books bearing upon these subjects. The conclusion at which he had arrived was a disheartening one, and it made him impatient of the futile panaceas of well-meaning persons. Nevertheless, he admired Miss Shafto for engaging in a kindly work — or else he admired the work because Miss Shafto was engaged in it. Possibly, if she had been a sour- faced old maid, with a pair of spec- tacles and a dowdy gown, he would have changed the subject ; but as it was, a five- pound note was withdrawn from his pocket and placed in the young lady's white palm. ""I'll do likewise,"" said he; ''I'll do what little I can."" Whereupon Miss Shafto pointed out to him that, although five-pound notes were all very well and they were much indebted to him for his generosity, that was not quite all that he could do towards helping his less fortunate fellow-creatures. """,jessica,,
774,"That 's Miss Wallis's,"" said the old lady on the first occasion. "" It is only that the blinds are down"" — meaning to say, ""I don't see the shutters up."" "" She is very old ; her doctor is paid by the year ; and her companion knows she will never find another such a place. This shows how much longer than they do doctors and nurses could keep people alive, if they had only a mind to it. A strange world is this ! Her money is not a bit of good to her, and might be so — pleasant — to any one else."" Even Hannah began to catch the money fever.",svenja,,
775,"The regular breathing of the sleeper, the ticking of a gold hunting-watch suspended at the head of the bed, and the crackling of the burning logs, were the only sounds that broke the stillness. "" I have no doubt you have been anxious, Lady Audley,-*^ Robert said, after a pause, fixing my lady's eyes as they wandered furtively to his face. '^ There is no one to whom my uncle's life can be of more value than to you. Your happiness, your prosperity, your safety depend alike upon his existence.'' The whisper in which he uttered these words was too low to reach the other side of the room where Alicia sat. Lucy Audley's eyes met those of the speaker with some gleam of triumph in their light. "" I know that,"" she said. '^",matt,,
776,"It must be so bitterly painful for a parent to be renounced by a child ; and thee, poor rash boy ! how I pity thee ! If she should fall ill, and if thy letter should de- stroy her !"" "" Sir, if you have any humanity, do not conjure up that horrible image again."" "" No, not if thou wilt conjure it away thyself, by writing another and a better letter to thy mother."" "" I should be ashamed to write such a one so soon after the other."" "" No : it is of the first letter thou shouldst be ashamed, not of the second.",mark,,
777,"Verily God hath manifested Himself unto us, and given comfort for the sorrow of the world ! ' She seemed yet entranced, — her eyes were luminous, her face glowingly beautiful as that of some inspired angel. Barabbas grew more and more impatient. ' Woman, thou art dazed or in a vision ! ' he exclaimed — ' Thy Master was ever a worker of miracles, and surely He hath worked them in the night that now is past! Prate not thus of His rising from the dead, — for of a truth methinks thou knowest that He hath never died ! ' Slowly Mary rose from her knees, and putting back the falling tresses of her long bright hair gazed at him amazedly.",alex,,
778,"Crown Svo, cloth extra, 6s. — Cheap Edition, post 8>o, portrait cover. Is. ; cloth, Is. Od. THACKERAYANA : Notes and Anecdotes. Illustrated by Hundreds of Sketches by William Makepeace Tha ckeray.",jessica,,
779,"I no sooner found myself alone, than all I the horrors returned upon me, which are to a certain degree almost always suspend- iiv ed, when man stands in the presence of his fellow-c feature. I traversed the walk in which Penruddock had left me with a rapid pace ; I beat myself with my clenched fist upon my forehead. It was no doubt early ^ays, for me to break off all commerce with my kind, and to shut myself out from human life. But so I was constituted ; such was the effect that this incident pro* duced upon me. I felt that the d©or of manly existence had just been opened up- on me, that I had been permitted for a mo- ment to contemplate prospects that appear- ed to me delicious and rapturous (for what sensation exists more rapturous, than that which a young man experiences, when he feels for the first time, that he is counted for something substantive in the dramatis persoYKje of society, that his voice is number. ed, that his opinion is listened to, that some eyes are turned upon him to remark the part he shall act ?) — and that then the door was suddenly and violently clapped in my face* I was left alone, in the narrow line between being and no-being ; the impene- trable door of exclusion, framed of the most hardened and the thickest oak, clamped with iron, and thick studded with the larg- est nails, before me, and the precipice of annihilation behind me. I had not an inch • of ground to stand on.",svenja,,
780,"There was something, I say, pleasing in the countenance of the young man : his form was fine and athletic ; his manner of address gentle and agreeable; and so expressive was the eye that remained, that if he had had its fellow, I question whether jealousy might have permitted me to make the proposal which is contained in the next sentence. "" Harkee, young- man,"" said I, "" you seem willing to work for your wages, — 't is perhaps the same thing to you whether you work at sea or on land, or in one town or another : if you 're agreed to step on board with me, you shall have two double doubloons, and fare well, till I put you ashore at Alicante."" "" At Alicante ! "" repeated the young man in an agitated voice, the reason of which will become known by and by — "" to Alicante be it then, and God bless you for the offer;"" and thus I was provided with a servant. I must confess, that curiosity to know how the loss of an eye could be the ruin of a man, was as powerful a motive with me to engage his services, as either com- passion for his condition, or my own necessities. Before doubling Cape tie Gata, I had found some occasion for the services of an attendant, who, as it will afterwards be seen, had too much experience of the sea, to be incommoded by the white swell against which we were forced to beat all the way from Malaga; but having once rounded this cape, we ran directly for Cartha- gena, in which port we cast anchor on the fourth day. Here, although our stay was short, I did not forget the new character under which I travelled ; and in that character, contrived to get quit of some few of my pieces. I was equally charmed with the Carthagena women, and the Balsapintada wine ; weakness being the characteristic of the one, and strength of the other.",matt,,
781,"Julia was not at all immoderate, for she had been schooled, in the matter of love, in the most rigid principles of courtship, and had learnt to restrain her own feelings, and not to be at all surprised or disappointed in the corres- ponding self-restraint on the part of her lover. Morey very soon brought about a revolution in Julia's maidenly consciousness and expect- ations, and he was delighted to find that she quite enjoyed the change, and would respond to him as demonstratively as he could reason- ably expect. Morey was all that her heart could desire, and she was not ashamed now to confess that she loved him very dearly, and would have him whether her uncle approved of it or not. He might disown her and leave her penniless, if he could be so prejudiced and cruel, but have Morey she would ; no sacrifice was now too great to make for love like his. Morey Maguire always had abundance of spirits, and could always make himself agree- able, especially in the society of ladies. His humour was never of that flimsy kind which indicates the consciousness that ladies are always to be entertained by something light and frivolous. He never condescended to this, for he held woman in very profound respect, and with some differences in his feelings, which no woman can reasonably find fault with or resent — for they were purely feelings of greater tenderness and courtesy, — he always treated them as possess- ing equal intelligence with himself, and as participating in the same lively interests of which he himself was conscious.",mark,,
782,"She had insensibly habituated herself to regard him as the type of all that was best and noblest in human nature. His own hand had torn the veil aside. He himself had taught her the first bitter lesson of man's deceit and woman's credulity — of blighted hopes and betrayed affection; still the convic- tion of his unworthiness was fraught with far too much of misery and regret to be admitted without a struggle more severe than any which Emily had ever yet been called on to encounter. On the other hand, her position with re- gard to Lord Errington was scarcely less painful or perplexing. His very devotion, his generous disinterestedness, his un- bounded confidence, became only so many additional sources of shame and self-reproach. In the intimate intercourse which now sub- sisted between them (for his chief delight appeared to be in eliciting her sentiments on every subject, and in laying bare his whole heart before her in return), she had learned to estimate his noble character as it deserved, and painful indeed was the comparison which forced itself on her recol- lection between his highmindedness, his noble candour, his generous, self-denying affection, and that of one whom she had loved — "" not wisely, but too well."" She had learned, too, how rigid were his opinions on many subjects, how pure his sentiments on all ; and the knowledge, while it enhanced her sense of his superiority, brought with it, at the same time, a feeling of dread and self-accusation, and yet an increased desire for his good opinion, which was painfully at variance with the consciousness of decep- tion that made her feel ever a guilty thing when in his presence. '^",alex,,
783,"‘It's a nice bit o' money while it lassts, but I'd ha thought Mrs. Costrell 'ad come into a deal more nor that.’ ‘Oh, but she's sich a one to spend, is Bessie,’ said John anxiously. ‘It's surprisin 'ow the money runs. It's sixpence 'ere, an sixpence there, allus dribblin, an dribblin, out ov 'er. I've allus tole 'er as she'll end 'er days on the parish.’ ‘Sixpences!’ said Watson, with a laugh. ‘It's not sixpences as Mrs.",jessica,,
784,"Believing that this confession would prove a salutary mecicine to fhe disordered mind of the aim f)st dying siifferer, 'Sidney, with a ten- der preparatory speech, gave him the pa- per ; but what was his aitonishmcnt, when Philip, tearing it to atoms, strewed the floor wi:h the fragments, as he accused him of forging it. This precious paper, which might have mitigated the sentence of the law, was thus placed bevond recall; time was no longer permitted foi^ discussion ; and' the now passive youth was placed between his his two sentinels, as their machine drew off, and w^as followed by that which contained his desponding, wretched friend. As his young companion was placed be- yond his reach, the wretchfd Maitland re- turned to his hotel, there to deliberate on what steps he should pursue ; but great was his surprise to find a letter waiting his arri- val, from Donna Henrietta, requesting an immediate interview, upon a matter of the last importance. Aware of the intimacy which had subsisted between her and The- resa, he hesitated not a moment in instantly complying with the invitation. His recep- tion was politely cold ; but too miserable for observation, he intreated the promised communication, as he conceived it could only relate to the recent event which had taken place. Henrietta, aware of all circumstances con- nected with her victim from her English friends, was prepared in every w^ay for her attack; she expatiated on what he already knew of the penalty incurred by Philip, and and the heinousness of the crime for which he stood fully committed, of the nun in question having actually left the Portu- guese dominions, and had been assisted thereto by the verv man now in custody : she harrowed up his soul by painting the agonies of his parents, when the knowledge of this event should reach them ; then added — '' And what account can you, Mr. Mait- land, offer of your vigilance of this pre- cious charge committed to your care, this idol of your benefactors, this being, in whose welfare the very existence of your early friends is wrapt ?",svenja,,
785,"It was eighteen months since Janet Hermann had drawn her allowance. Her husband once had written in her name, saying that she was ill, but Mr. Wakefield had sent an order payable only on her signature, and it had never been acknowledged or presented ! Could Janet be living ? Or could she be in some such fitful state of prosperity as to be able to disregard 25/. .^ H€r mother spent many anxious thoughts and prayers on her, though the younger ones seemed to have almost forgotten her, so long it was since she had been a part of their family life. Nor did Bobus answer his mother's letters, though he continued to write fully and warmly to Jock.",matt,,
786,"It was a phan- tom with which I was to become familiar indeed, before I had finished with Boule-de- neiofe and his master. It was clear that the demon to whom I had sold myself was incapable of the slightest consideration towards me. He would eat and drink as much as he felt disposed to do, careless of any consequences that might befall me. It was equally evident that he intended to make the most of his bargain, to eat enormously every day, and to drink him- self drunk every night. And I was power- less. Meantime it was becomins: evident that the consequences to me would be as serious as if I were myself guilty of these •excesses. One drop of comfort alone re- mained : my appetite would fail, and my tormentor would be punished where he would feel it most.",mark,,
787,"How can you support yourself V asked Dick. * Where would your supplies come from V ' I should leave the country, or enlist.' ' Not a cheerful programme ! You would soon be wishing you were back with me again, with plenty of money in your pockets, and little to do but spend it.' ' I think not,' said Charles, still speaking in the calmest tones. ' You had better let me go. I cannot work with you as another man could.' '",alex,,
788,"I take my wide-awake from the peg, set it on one side my head, and strut whistling out of the hall door. I stretch over Putney Heath, and my spirit resumes its tranquillity. I sometimes keep a little journal of my proceedings, and on referring to its pages, the scene rises before me pretty clearly to which the brief notes allude. On this day I find noted: “Friday, July 14.—B. came down to-day. Seems to require a great deal of attendance from Dr.— Row between dowagers after dinner.” “B.,” I need not remark, is Bessy. “Dr.,” of course, you know.",jessica,,
789,"Lady Sydney, of Sydney Pleasance ! why what is she to you i^"" *' My uncle's wife,"" replied Rosalind, with dignity. "" I asked,"" observed Margaret, as if consci- ous that the abruptness of the question de- manded some apology, '* because my brother's chosen friend is Captain Basil Sydney."" "" He is with his friend then,'' said Rosalind with great naivete^ ""for I know they arrived yes- terday at Sydney Pleasance.",svenja,,
790,"You will want a certificate T He pauses, looking at Garden in his clear, uncompromising fashion. ' Yes,' says Garden hurriedly. * But there is no time now ; I must go.' He makes a step towards the staircase. The surgeon lays his hand upon his arm. * Your address, at least/ says he, a little sternly. Garden drags a card from his pocket and gives it to him, wrenching his arm free at the same time. '",matt,,
791,"but he's gone no moor nor half an hour since,"" cried Mrs. Gilsland. ""Bless us awl ! to have a young lady like you come as far, and o'er late, when awl's done ! But he was in grit haste, was Mr. Horry. Come into the fire, and rest yoursel', for the like of them long walks at this hour in the morning, they're no for leddy-birds like you. You'll have heard from the Cornel, miss? And how is he?",mark,,
792,"Emma would have gone with her, but Anne entreated to be left alone, observ^- ing, she could not talk, and wished to say it is one — but — my mother, I will tell thee all, and learn from thy lips how far I have strayed from the right path."" For the first night in her life anxiety banished sleep from the innocent Anne. She arose in the morning but little re- freshed, and at an early hour sought her mother ; but that kind parent still suf- fered from the headache that had ba- nished her from the family circle the preceding evening, and could not bear even the soft voice of her darling child. Neither the words nor manner of Anne Hammond on this evening escaped the observation of the eagerly watchful Lord Dun more, who waited some proof of reciprocal attachment before he ven- tured to declare sentiments, which he knew would create some commotion in the good friend's family. "" This proof,'* said he to himself, ** I have now happily received, and doubt and uncertainty shall not, dearest Anne, be added to your newly-awakened feelings, nor longer afflict and torment my peace. I will candidly open my heart to father and daughter immediately.""",alex,,
793,"In a little time after, while Sigismund remained per- ple.xed by the parting word of Basilius, his attention was attracted by the entrance of Rosaura who now ap- peared dressed in her own habiliments. She was pro- ceeding in search of Estrella, anxious at the same time to avoid the sight of Astolpho, Clotaldus having advised her to leave him in ignorance of her presence at the court of Poland. She felt grateful to Clotaldus for the interest which he appeared to take in"" her for- tunes, and readily submitted to his guidance. "" What,"" said Clarin to Sigismund, "" has pleased thee most of all that thou hast seen this morning?"" "" Nothing has surprised me,"" said Sigismund, "" for I have seen nothing here that my education did not in some measure enable me to anticipate. But if my admiration has been really moved at all, it has been by the beauty of the ladies who have left us."" At this moment perceiving Rosaura about to retire, he started forward and detaining her exclaimed. '' what do I see.",jessica,,
794,"Well,"" he replied, looking intently at his seal, before pressing it down, ^' I would not advise any friend of yours to run the risk on the chance."" "" Is it, then, so very difficult in the case of a poor clerk, exposed to temptation, not only from poverty, but from seeing his employers dishonest themselves ? I would not say a word if it were one of them — men comparatively rich, with respectable characters, and yet all the while guilty of fraud — but this is such a pitiable case. Can anything be done ?"" Mr. Martock could give no opinion on a case whereof he knew nothing. The usual way, he believed, was to memorialise the Home Secre- tary.",svenja,,
795,"Nothing at first was directly addressed to me, so I took no part in it. The good rector came out with really some tolerably eloquent discoursing; and the poor ladies drank up his words; oh, you should have seen them. I fancy the fair fiancée drank a little too much of them, and got rather spiritually intoxicated—at least I hope she did—as some excuse for her. As he went rolling on for an hour or more, he described the world as grinding between the nether millstone of Popery and the upper millstone of Infidelity, and yet a universal millennium was very near indeed through this Bible activity. At the end he turned sharp upon me. Of course Mr. Sutherland would feel it his duty to take the chair on so truly blessed an occasion? Now, conceive societies, with chairmen, dragging at the poor world from between two such millstones!!",matt,,
796,"That would embarrass his flight too much."" "" His flight."" '' Alas ! poor child — that is the rude, but too significant word — yes, flight from his creditors — escape from those proceedings on the part of his creditors which I very much fear would end in worse than flight."" "" Does my mother know ? "" "" No — she suspects nothing of this. She c2 is aware of the great distress your father is in for money ; and has often been obliged to adopt those means advised by an iniquitous steward, which are certain to end in ruin; he has long been battening, as I suspect, upon your father's property — but your mother is still ignorant of the whole extent of the evil and of the rapid approach of the last catastrophe. Yfrits will be out against your father in a few days — I happen to know it with certainty.""",mark,,
797,"I did not feel as if I were in the company of a creature of my own species; it appeared that he would not understand, though I spoke to him; so, I stood off, and held my tongue, in great perplexity. A movement of Catherine's relieved me a little presently: she put up her hand to clasp his neck, and bring her cheek to his, as he held her: while he, in return, covering her with frantic caresses, said wildly— “You teach me now how cruel you've been —cruel and false. Why did you despise me? Why did you betray your own heart, Cathy? I have not one word of comfort—you deserve this. You have killed yourself.",alex,,
