passage.number,passage,annotator,nondomestic,notes
318,"But what good would you do, after all? The time has gone by for that sort of thing. I shouldn't like to have on my hands a woman sulking because she was married by force — ^besides, you can't do these mad freaks now — there are too many police-courts about."" ""By force? No!"" the old lady said. "" The giiis I speak of were as glad to run away as the men, I can teU you, and they did it, too, when their relations were against the match."" """,jessica,,
323,"Clara when a child was the darling of the convent, and the delight of the simple inhabitants otthe valley. She had the art of puttinjj every one anniiul her into «rootl liuniour willi h( r and themselves. It seemed as it' every evil passion, and every unpleasant feelinj^ fled at her approach, subdued by her irnioccnt sniile. As she <jjre\v u}), {)erpetual sunshine glowcti upon her brow, and every heart wa?» captivatetl l)y talents that she knew not of, and lovelineNs that was almost yet a secret to her l>osom. The jieasants gazed at her with admiration in her walks, and when she visiteil their coltai;e> thev were charmed with a mixture of kindness and gaiety which was admirably suited to tln.'ir taste. Just at this time a passing cloud was tlis- cernible for the first time upon Clara's radiant fore- head.",jessica,,
328,"' It is well for Geoifrev that he has so staunch a champion,' said the squire, after an ominous pause. He does not seem to be particularly grateful for it.' ' What do vou mean, uncle ?' ' How long is it since he was here?' This question seemed to silence the young girl.",jessica,,
333,"Three Bohemian brothers, a Robin Hood, a Mail Guard, and a Rural Policeman were not a little puzzled at the Great Mogul's empressement. for though they knew him as Captain Doleful, M.C., they had no idea who the gentleman was in the turban and trousers. The red folding-doors now kept flapping like condors' wings, as Highlanders, and archers, and deputy-lieutenants, and Hamlets, and sailors, and Turks, and harlequins, and judges, and fox-hunters, came shouldering and elbowing in with variously-dressed ladies on their arms,—Russians, Prussians, Circassians, Greeks, Swiss, and Chinese—a confusion of countries all speaking one tongue. Captain Doleful was pushed from his place before the doors, and nobody ever thought of asking for him, so intent were they on themselves and each other. “Bless me, is that you?”—“Who'd have thought?”—“Mar, here's James!” “Oh, dear, and William Dobbs!”—“What's your dress?” —“Beautiful, I declare!”—“Your pistols arn't loaded, I hope?”—“Splendid uniform!”",jessica,,
338,"But for this, and the moral cheerfulness imparted by a number of books and papers scattered about the room, it was even less inviting than the generality of Roman lodgings. The Bishop gave his visitor the only arm-chair, and then seated himself, crossed his legs, and smoothed his apron, before he said — *' The matter I wish to speak to you upon, Mr. St. John, is a delicate one. You are, I be- lieve, a cousin of Mrs. Goldwin's V and, I know, are very intimate with her, and also, I believe, with Lord Athelstone ?"" St. John assented by a movement of his head, and the Bishop continued — "" Some time since. Lady Athelstone, for whom I have a great regard, asked me to volunteer some advice to her son. I felt he might justly consider it a great liberty, as I was not — and am not now — upon terms to warrant such in- terference ; and I pointed out to his mother that meddling in young men's private affairs, with- out very grave cause, seldom does any good.",jessica,,
343,"There was one expedient against which I was absolutely determined, disguise. I had experienced so many mortifications and such intolerable restraint when I had formerly had recourse to it, it was associated in my understanding with sensations of such acute anguish, that my mind was thus far entirely convinced: Life was not worth purchasing at so high a price! But, though in this respect I was wholly resolved, there was another point that did not appear to me so material, and in which therefore I was willing to accommodate myself to circumstances. I was contented, if that would insure my peace, to submit to the otherwise unmanly expedient of passing by a different name. But the change of my name, the abruptness with which I removed from place to place, the remoteness and the obscurity which I proposed to myself in the choice of my abode, were all insufficient to elude the sagacity of Jones, or the unrelenting constancy with which Mr. Falkland incited my tormentor to pursue me. Whithersoever I removed myself, it was not long before I had occasion to perceive this detested adversary in my rear.",jessica,,
348,"""But, as you have a curiosity concerning some of these things, I may take the opportunity of adding, that so largely is our English language embued with the French, and especially with the Norman French of the era of the Con- quest; that, as I have been assured by a Norman Frenchman of scholastic turn, if an ordinary Englishman were to pass through the country parts of Normandy, so as to compare the ancient Norman witli the modern English, he could scarcely fail to understand every word that he should hear. And (as, indeed, it ought to have been expected,) it might seem, that the modern or Parisian French, has receded from the Norman dialect, while the modern or English has pre- served it ! He gave me, as an exam])le, the country-Norman pouquette, which is the Eng- lish pocket. The modern French, in the mean time, is poche^ for which the Norman must be jjouque ; and it is from these two words that we receive poke and pouch. As to the ancient diffusion of Norman French over every thing English, except that which even under the Con- quest retained its rusticity, and what is a further proof, that our Latin derivatives have usually come to us through the French, it may be ob- served; not only that the Jlesh of almost all the animals we eat, changes names from the Bri- tish and Anglo-Saxon to the Norman French, as it passes from the fields and farms to the town and table ; but that our very words meat and hutcher are French, and have taken the places of ^r.s7i Rudjlesher, which latter, however, are still used in the northern parts of our island. In this manner, instead of * flesh,' we say ' meat,' which is French ; and, instead of the ' flesh' of a sheep or an ox, 'beef and 'mutton,' which are Freiicli.",jessica,,
353,"Both sides fought desperateh\ The whites knew they must either conquer or die. They gave no quarter and expected none. All but one of them fell. Boss Drummond, whom they had elected captain, escajDed, carrying with him a wounded comrade. Under cover of the nio-ht he brought his friend out of the fight into the Bush, in spite of his own desperate hurts. The Indians were too much mauled to go in search of Drummond, who succeeded in conveying his friend to a hunter's post on the river.",jessica,,
358,"My husband will protect me. If he were here you would not dare "" *' I will wait till he comes, and repeat to him all I have said. Not that I have said much ; not one tithe of what such conduct richly deserves."" "" I think you must be mad, Mr Wriottesley."" ** Do you mean to deny all knowledge of this letter ? "" cried Frank, holding it out and watching her face Intently.",jessica,,
363,"that's to say if God spares her!” “She would not have known it, even if you could have told her this last fortnight,—ever since you went away she's been thinking always that she was a little child at her mother's apron-string. She must have been a happy little thing; it was such a pleasure to her to think about those early days, when she lay old and gray on her death-bed.” “I never knew any one seem more happy all her life long.” “Ay! and how gentle and easy her death was! she thought her mother was near her.”",jessica,,
368,"Their love, their sentiment, their expressions of passion, their pro- fessions of attachment, are all frivolous, heartless, and corrupt. When I was dear to thee,"" said she, trying to smile, "" it was in Italian, in Spanish, in my father's language, thou didst speak to me."" ^* Quarrel not with the French lan- guage,*' said Condulmar: ** it can ex- press love in all its pathos and beauty as well, if not better, than any other ; but in good truth, why should we make miseries for ourselves, seeing that so many are already inflicted upon us? Heaven knows, youth and happiness last not long : why shoukl we, by anxiety and ill-temper, misemploy the one and mar the other ? Love should b^ light, gay, and joyful ; a pleasure and an amusement. By the importance we attach to it, and the violent passions with which we associate it, we make it the most serious of occupations, and the heaviest of cares/' *'",jessica,,
373,"''Emly would make her fortune as a professional singer ; but there, her pa wouldn't like it."" "" Yes I your daughter's voice seems very powerful,"" said Lady Lavinia. ""To be sure it is, and there's more nor one in the parish likes to hear her sing, you may make certain. There's that nice young man, the \acar. Now it do seem a sin and a shame that he don't marry. He is not very well off, to be sure ; but there are nice gals about w^ho could put some- thing into the pot and some fuel under it to set it off a boiling/' and her eyes rested on^'Em'ly."" '' Thank you for your song/' said my stepmother.",jessica,,
378,"So it seems. I am sorry ' — with a cynical lifting of his shoulders, ' to confirm the bad news she has evidently told you, but it is quite true. It appears from a letter of his that I got by this afternoon's post that he has come in for a legacy of two or three thousand pounds. A small thing, but . . . well, it opens out possi- bilities in other lands. Australia is the land, I think ; and he tells me he means to marry Miss Royce and take her out there with him.' * To marry her !' repeats Cecil, as if dazed. '",jessica,,
383,"Possessing too the instincts of a sleuth-hound, no difficulty deterred her in working out a line of cold scent, and even sometimes in throwing her tongue freely when the scent had all but failed. No wonder, then, that, at a tea-party that same night at Buckbury, she hesitated not to announce, but of course confidentially, to a few friends, the private engagement of Frank to Mary Cornish. "" Talk of people being born,"" she said, "" with silver spoons in their mouths ; that girl has found a golden one in hers ! But, oh ! how I should like to be a mouse behind the tapestry at Watercombe, just to hear what Lady Susan, with her proud spirit, says of the affair ! though I don't feel certain that she knows all about it as yet. ' My sweet Mary,' indeed, will be a bitter pill for her when she does, that's certain.""",jessica,,
388,"The boast of mere pretenders to the name. The innocent are gay. COAVPER. JL HE Countess took Matilda and Eli- nor to the Countess of G's ball, agree- able to invitation. There was a gay crowd of fashion assembled, to join in the merry dance. The Chevalier Me- lun was there, and danced with Elinor^ the Baron Longuaville led out Ma- tilda. The Baron was a man of fashion, not only in his dress, his taste in which was generally looked up to, but also in all those acquirements which the licen- tiousness of the age deemed necessary appendages to a man who moved in the higher circles of life, and which we now should justly style libertinism and debauchery.",jessica,,
393,"The young men were brought before the con- suls. When they were accused of plotting to bring back the king, and the letters found by Valerius were read aloud, and the story of the slave Vindicius had been heard, they did not dare to say that they were not guilty. The people were sorry for Brutus when they saw his sons led before hirn to be judged, and some said, — ""Would it not be punishment enough if the young men were banished for all their lives from Rome ? "" Collatinus, the second consul, shed tears, and Valerius did not speak a word. But Brutus looked sternly on his sons. ""Titus and Tiberius,"" he said, ""why do you not answer to the accusation these men bring against you ? "" Three times he asked them this question, but still they did not dare to answer a word, for they knew they were guilty and deserved to be punished. Then Brutus turned to the lictors. """,jessica,,
398,"Now, my young friend, when next you want to hide yourself in a peasant's dress, take the air as well as the garb ; learn something of the patois, and do not speak English to a fair com- panion when there are sharp ears near. Our good friends of the Marais speak httle Enghsh, and when they walk they carry their shoulders round, and their heads somewhat slouching — so — "" and he imitated the air of one of the pea- sants so well, that even Lucette could hardly refrain a smile. ""Besides,"" continued their companion, ""you hinted that you wished to see the Cardinal before you quitted Nantes. Now, putting a good number of facts to those I have first mentioned, it was easy to divine that you were the personage Jacques Beaupre was in search "" True,"" replied Edward, ""and probably I should have taken more care if I had wished to be concealed much longer- — But, as you say, sir, I must, if possible, have the honour of seeing His Eminence the Prime Minister — when do you think I can be so favoured ?"" "" It will be somewhat difficult just now,"" said the other, with a much graver counte- nance than he had hitherto borne, "" the Car- dinal is full of very serious and painful busi- ness, certainly you cannot see him to-night."" "" Then,"" said Edward, in a firm and confi- dent tone, "" we had better retire and seek some good inn, and I can send and crave an audience to-morrow."" "" Nay, you will have to wait close at hand, and snatch your audience when you can get it,"" replied Monsieur de Trouson, adding, laughingly, """,jessica,,
403,"He is to be let out to-day.' ' What do you want with him ? ' ' I'm going to shake hands,' with a quiet smile. ' Shake hands ! ' they both exclaimed, in angry surprise, whilst Paul suggested that the fellow needed a thrashing more than anything, and he would gladly undertake the job. Lovel shook his head. ' No, he has been sufficiently punished ; now's the time to reconcile him with himself.'",jessica,,
408,"would hi vain to attempt jiescribing} for* every word Magliano uttered, had connec- tion Fith the past su£^rings and preseM adversity of the man dearest to her.- She seemed to live again through the peribd in which*, rile had witnessed the efiebt - of wliat^j&be now heard' upon th^ tortured iValombrosa : and no longer did she won-^ der that he shrunk from imparting/even to her, in their last meetings the direful story of a father's crime. , ; But the more she. felt the magnitude €^ his sorrow, the .more fervent becahie her admiration of the generous resolution vdth which he had confined it to his own hreMt.",jessica,,
413,"The highwaymen would much rather have dispensed with her light, as it might be the means of bringing them iuto danger, and yet, when the clear, pure light did break forth and bring into view the country round, they could not help experiencing a sensation of pleasure. They were able to see the ground — the nature of the country through which they were travelling, as well as each other's faces. This was a satisfaction to all. The clouds now gave evideut signs of completely dii- persiug before the slight wind which had sprung up, but the moon waa verging towards the west, and would, ere long, sink beneath the horizon. Suddenly a turn in the lane brought our friends to a spot where two other roads branched off at right angles to each other. Which of these would have been best for them to pursue, onr friends would have found it very difficult to determine, had they not caught sight of a finger-post, with three white, spectral-looking arms, which was planted just where the three roada joined. By the distinctness with which this object was visible in the moonbeams, our friends fancied it had been recently painted. "" Now,"" said Tom King, with satisfaction perceptible io hia tones, ""we shall be able to learn at last where- abouts we are, and where we ought to ao.",jessica,,
418,""" asked Arthur. "" His brother I believe, but altogether a differ- ent kind of fellow. There is some romance about his history I have heard. I don't know exactly what it is, but I think he married an Italian girl in opposition to his father's wishes, and that she died within a year of the wedding. I should very much like you to know him, he is a highly cul- tured scholar, and a perfect gentleman. Would you like a line or two of introduction to him?"" "" If it is not troubling you too much."" """,jessica,,
423,"To have all will be the common inheritance. Oh ! there will be diflferences : men shall be as unhke then as now : we shall not all desire the same things. You and such as you will desire Art of every kind. You shall have what you desire. In our world, as in this, like will to like.",jessica,,
428,"Percival was impatient and angry. He could not bear in silence the slight cast on his wife. He stormed and grumbled ; he fretted and found fault. He rushed off to the rectory to demand an explanation from Jane, but Jane declined to give him any. He denounced her as havinoj set the neisfhbours a against his wife. She repudiated the charge with indignation and with justice. She had not said a word against Theresa.",jessica,,
433,"We shall have a famous Ball, The Osbornes are certainly coming; you may depend upon that for I was with Ld Osborne this morng—” The party passed on—Mrs E's sattin gown swept along the clean floor of the Ball-room, to the fireplace at the upper end, where one party only were formally seated, while three or four Officers were lounging together, passing in & out from the adjoining card-room. —A very stiff meeting between these near neighbours ensued—& as soon as they were all duely placed again, Emma in the low whisper which became the solemn scene, said to Miss Edwardes, “The gentleman we passed in the passage, was Mr Musgrave, then? —He is reckoned remarkably agreable I understand.—” Miss E. answered hesitatingly—“Yes— he is very much liked by many people. —But we are not very intimate.” —“He is rich, is not he?”—“He has about 8 or 900£ a year I beleive. —He came into possession of it, when he was very young, & my Father & Mother think it has given him rather an unsettled turn.",jessica,,
438,"Then he glanced at the certificate of his baptism two years later, and that of his mother's death. But he refused to look at the certificates connected with his father, the late professor. ' I will have nothing to do with him or his legacy,' he said. ' My one effort will be to forget that he ever existed. But these/ he said, looking towards Mr Walter with so sad a smile, that the lawyer, hopelessly off duty, felt a lump gather in his throat — ' these, if you please, I will keep and be- queath to my children as my most precious possession.' He folded the legal proofs of his mother's wifehood with a reverent touch.",jessica,,
443,"Yes, but she is inconceivably flattered : in fact, she is very plain ; so plain, and with so much vanity, that not having any admirers, she is obliged to circulate fictions of her impru- dences. She desired to be painted as a Magdalen, and she was dreadfully mortified when I told her I did not believe she had any sins of that kind to repent of. This St. Genevieve is the witty Madame de F ; she is handsome, but such a coquette ! I remember her trying to carry off one of my adorers, this divine St. Francois. Poor fellow ! he was ruined by play, and de- stroyed himself: the thought makes me sad whenever I pray to him.",jessica,,
448,"Meanwhile, you remain here ; and circumstances shall guide our future proceedings."" The heart-born pressure of Lord Mowbray's hand was returned in kind by his unhappy friend ; and, yielding a half-satisfied assent, both separated for the night. Not in rest were the faculties of Lord Mowbray absorbed. No — that were ever impossible, when the call of friendship roused them to exertion. Some step, he thought, determinate and imme- diate, must be taken in this affair ; which, in point of fact, wore a more darkened aspect than to his friend he cared to acknowledge. Yet, what was to be done ? — he knew not, though he paused, considered, and weighed the subject again and again.",jessica,,
453,"Go, and take liini with you,' added Sanctis, with a certain harshness in his tone. ' I shall not betray him, but these men, once they see him, will.' ' We had better stay,' urged Este. ' We have both dascrers ; we can do some- thing ' ' There must be nothing of tliat sort,' said Sanctis, with cold indifference. ' If blood were shed, the Inie and cry would be out over the country and the guards here. The men will go when I speak to them.* ' It is the father of Zirlo ! ' said Musa between her teeth. ' I will wait — but go, go, go; — if the men of San Lionardo see you, the carabineers of Telamone will be here to-night.'",jessica,,
458,"There is a certain class of persons — narrow in mind, affectionate in temperament, and pene- trated with vanity — to whom generosity is easy but obligation impossible. When the question is of spontaneous assistance to a superior, there are no bounds to the good they will do, so long as they can peacock themselves with the thought that they have ministered to the god and fed the king's son. But let that god lose his divinity and show himself shorn of his rays — let that king's son be cast down from his throne and thrust into the mud — let divinity and royalty be brought to the base level of the once proud protector, then claim continuance of that former protection — and the scene changes. It is no longer a matter for vanity, for self-gratulation, for self-peacocking. It is not protecting the superior ; it is simply helping the equal — maybe the inferior. The gifts which were tribute become now the doles which are charities, and by this change of character lose their charm. Duty is not so pleasant as free- dom ; and the king's son in rags is not like the king's son in ermine and purple.",jessica,,
463,"Surely on some such spot as this, the poet must have stood when inspired to hymn forth that ecstatic strain of grateful praise — "" Oh Good — oh Great beyond compare, If thus thy meaner works are fair, If thus thy glories gild the span, Of ruined earth and sinful man. How glorious must those mansions be Where thy redeemed shall dwell with Thee !"" I wondered that Milly could so lightly esteem the constant privilege of such a school-room. But she certainly was one who "" cared for none of these things."" I had not long leisure allowed me to indulge in undisturbed contemplation — other footsteps were heard following ours, and two figures came slowly upon us. ""The lady"" and old Lilly — the latter carrying a basJvet on her arm with books and work.",jessica,,
468,"I am so glad I persuaded you to let him go to school."" "" You persuaded me ! Gad, that's good ! Why, it was my idea ! "" Mrs. Harding wisely declined to dispute the point. She smiled pleasantly, and said, '' Ah ! very well,"" glancing at her book again. """,jessica,,
473,"Mrs. Stewart had opened it, and had sent it up. *Here is a message from a friend. Shall I read it?' The blue eyes said ' yes.' They were not dimmed at all, and the nurse admired them immensely. ' Give her our love — Griselda.' Suddenly there was a smile over the patient's face ; it lit up all the features ; it seemed to triumph over pain and over weariness ; it seemed as if she had received the answer to her question, and that the answer had been a certainty — that there was joy somewhere, even for her.",jessica,,
478,"De Mowbray,^' said she, "" have you too agreed with my persecutors, that you constantly constantly fly me? — or do you fear that sorrow is contagious?"" "" Dear Christabelle/' replied he, "" what- ever grief assails you must wound me, and is far more difficult to endure than any that can affect myself."" *' Counsel me then, how to avoid this hated marriage, which, rather than submit to, I would spend my days in a convent, or even face death."" "" Would to Heaven I possessed the power to prevent it, but the unhappy beg- gared orphan de Mowbray, bound by a chain of honour and gratitude to your father, can only with weak and hopeless pity see you sacrificed in silence; while •every pang you endure fixes a corroding thorn in his heart."" '^ De Mowbray,"" said she, ^^",jessica,,
483,"I won't ask her ; but if she knows she will tell me."" "" And what will you do then ?"" said John solemnly. *' Oh, something ! "" said Theo as she shut the door. "" My dear,"" he said to his wife when she was gone, '' I like Theo very much, and I shall be sorry when she goes away, but for her own sake It Is a good thing she's going. Her violent Interest In these Fanes makes me nervous. Did you hear her — ' Am I my sister's keeper?'",jessica,,
488,"Bv Austin Clark, Anthoi of ""A Child of the Menhir,"" &c. Cheaper Edition, post 8vo, picture boards, 2s. ^ Preparing. Clive(Mrs. Archer), Novels by: Post 8vo, illustrated boards, 23. each Paul Ferroll. Wh y Paul Ferroll Killed his Wife Clodd.— Myths and Dreams. By Edward Clodd, F.R.A.S., Author of ""The Story of Creation,"" &c. Cro wn 8vo, cloth extra, 53.",jessica,,
493,"Such at least, it might be, for anything you know to the contrary."" "" O !"" said Skim, *' but he was such a low impudent old rascal. If you had heard him, you would not have disapproved of what we said. Not the slightest offence was meant to you."" "" Indeed!"" *' None upon my honour. If that old ruffian has told you anything, don't believe a word of it. I know him to be a very bad character."" *'",jessica,,
498,"Mr. Luke resettled himself On one side of him was Miss Merton, in a pale blue opera cloak, bordered with white fur, and embroi- dered with gold, something in her large eyes of a subdued sadness ; and on the other side VOL. II. M was Mrs. Sinclair, all in white, who looked like a wood-anemone, against a background of dark foliage. ' Now,' Mr. Luke continued, raising his voice a little, but speaking with a more mellow persuasiveness than usual, ' we all of us feel, in a general way — I think I may say that we nearly all of us feel — that the cul- tured minority of the present age is endowed with feelings, sentiments, and powers of in- sight, not only in advance of its common contemporaries, but in advance of all preced- ing times. We understand natural beauty, and natural affections, and above all moral beauty, in a new way, all our own. Now to what is the advance due ? It is all due to cul- ture in its highest connection — its connection with religion.",jessica,,
503,"""Surely,"" he continued in that strange hoarse voice, "" there should be no such thing as feeling wretched when we are near each other. Whatever may have happened you have the greater part of your life before you. You think you have lived, but I tell you that you have not; you have only vegetated, or suffered, while the healthy joy of hfe should be yours."" His speech terrified her with its sudden vehemence; she looked at him strangely. She thought she had given away all the love she possessed, but was it possible that from the dead branches lopped down to the roots, there could spring fresh shoots, hardier than those which had been destroyed? A strange terror, such as had been more than once subtly communicated to her by the music, was taking possession of her again, as if some black shadow with features which she could not see were crouching behind the visible tempter. She tried to speak, but her lips were dry and stiff.",jessica,,
508,3 vols. THE BISHOPS' BIBLE. By D. Christie Murray and Henry Herman. WITHOUT LOVE OR LICENCE. By Hawley Smart.,jessica,,
513,"""'Twas for him the Mary-le-bone Club passed the rule that the bowling should not be from above the shoulder."" He pronounced the name of the Club conscientiously, syllable by syllable, as if Mary and Lee had been given at baptism to a lady whose surname was Bone. "" Ah, he was a man ! "" he ended impressively. The Httle boy looked up In the old, weatherbeaten, kind face, in open-eyed reverence. It did not seem a strange thing to have a dead father — for he was an orphan himself, and could not at all remember his own father ; but he had an old uncle who supplied the place of father to him — to whom he told all his troubles, and whose sympathy was very perfect and ready. And to have lost such a father as Mr. Slocombe had lost ! What an ex- perience Mr. Slocombe must have had !",jessica,,
518,"He's but a cumberer o' the ground, and he has had his year o' grace, and it's time he was rooted out — for he spreads like a deadly upas-tree, and infects the lift."" ""Hoot,"" answered his wife, unmoved by his rugged eloquence, the while she marked the outer rim of a pie with her deft thumb, and made a wonderful "" mushed "" frill about it. "" Hoot, ye need na' practice your platform cantrips on me. And as for what Sir John did to Mr. Ardwell, I was gey sorry for't, but it wasna' my place to interfere, and I thought if I did it wud only mak' a rumpus, and do little or no good. Do ye think that the lassie's folk would hae let her marry a man that worked for his bread, and played on the organ ? Na ! "" """,jessica,,
523,"He smiled, and murmured under his breath,’ shis is needless;’ then raising his voice, said pleasantly, ‘We shall meet again,’ and passed on. ‘Who is it?’ inquired the artist of Lady May. ‘The Duke of Adullam,’ she answered, wondering in her own mind where they could have known one another. ‘I must have met him somewhere in society,’ said her husband. It was the only time they met abroad. May Glanville was jealous of her husband's fame, and, while they were at Nice expecting Tom Davenant, she began to urge him, somewhat vehemently, to resume his painting. He replied,’ s have no inspiration.",jessica,,
