passage.number,passage,annotator,nondomestic,notes
340,"What had become of her ? If living, she would be grown up by this time. But Nanny had certainly never heard of her before, and she came to the conclusion that, having been born in India, and therefore delicate, she must have died in childhood. She looked again at the letter, examin- ing it carefully. In spite of the feminine absence of a written date, the fine sloping, angular handwriting, the thin discoloured note-paper and faded ink, and the creases into which the letter had worn, testified to its being at least a quarter of a century old. She was poring over these indica- tions by the light of the lamp on the mantelpiece, when a soft step behind startled her, and caused her to turn. Old Mrs. Ryder was standing there, with her faded blue eyes fixed in curiosity and apprehension on the letter in her daughter-in-law's hand.",matt,,
345,"Hardly had they begun to speak to him than there was a shout, and they saw a body of shepherds descending the hill. There were three hundred of them; warned by the messenger, the whole country had risen to repel the gipsies. Too late to join in the fight, they had seen the last of it. They examined the field. There were ten dead and six wounded, who were taken prisoners; the rest escaped, though hurt. In many cases the arrow had gone clean through the body. Then, for the first time, they understood the immense power of the yew bow in strong and skilful hands.",matt,,
350,"She was spared what keeps alive so long the prostrating sorrow of many a bereaved mother, — namely, the having nothing to do, S— 2 where she had been till then so fully occu- pied. She was spared the sight of a vacant cradle, and of tiny baby clothes no longer of any use. Her hands, as she said, were full; and that is the best thing to prevent the heart's being so. Still it was a dreadful day to both Natt and Polly Lynn, the day of the funeral. In most instances the coffin -lid shuts the little one out of the father's heart, and into the mother's for aye. The grey lid of Baby Poll's coffin shut her into the hearts of both her parents. Polly never nursed or dressed the little healthy lovely foundling without thinking of Baby Poll and her wasted form.",matt,,
355,"Nelly was gone, there could be no doubt, but where? If she had fled with Lord Fitzowen, he would have known how to act. If she had taken sanctuary in her aunt's hotel, he could have extricated her from that unsavoury refuge, with a certain loss of dignity, perhaps, but an undoubted accession of authority for the future. In either case his course would have been clear. But now she had baffled him completely. How could he return to Koyston Grange without his wife ? How reply to the inquiries of a whole neighbourhood that she had gone away from him, he didn't know where?",matt,,
360,"Carlyon's Year. A Confidential Agent. From Exile. BY CHARLES READE, D.C.L. r It is Never Too Late to Mend. Hard Cash.",matt,,
365,"I don't see how a man is to have a better opening. A fine salary! His expenses out paid! One of the very best things that has come up for many years! And as for the capital he is to embark in the affair, he is as safe to get twenty per cent. on it,—as safe,—as safe as the Bank of England.” “He'll have the shares?”",matt,,
370,"But as neither Mr. Beaumont nor Al- bina,"" she artfully added, "" would hearken to any suggestions of mine on the subject, and, out of mistaken good-nature, insisted on my silence to you on it, I must expect that whatever your determination may be. from what I have said, you do not let it be surmised that it is owing to any thing you have heard from me."" Fidelia solemnly promised observance of this admonition, but not without being* cruelly shocked by what she had heard. Was she then regarded in so equivocal a light, that she could not with propriety or regard to her own feelings enter society? But she could not doubt the assertions of Mrs. Beaumont, and consequently decided, from pride and delicacy, on keeping her- self retired. But the promise she had made to Mrs. Beaumont placed her in a very awkward predicament ; her positive refusal to be one of the party to Rock Fort, after the pleasure she had previously evinced at the idea, without assigning any reason for this refusal, occasioning not only surprise, but also displeasure in the minds of Mr. Beaumont and Albina.",matt,,
375,"The three figures in this strange group remained fixed, silent, and aghast, for several seconds. Mrs. Marston endeavored to speak; but, though her lips moved, no sound escaped her; and, from very weakness, she sank, half-fainting, into a chair. Marston rose, throwing, as he did so, a guilty and furious glance at the young Frenchwoman, and walked a step or two toward the door; he hesitated, however, and turned, just as mademoiselle, bursting into tears, threw her arms round Mrs. Marston's neck, and passionately exclaimed, ""Protect me, madame, I implore, from the insults and suspicions of your husband."" Marston stood a little behind his wife, and he and the governess exchanged a glance of keen significance, as the latter sank, sobbing, like an injured child into its mother's embrace, upon the poor lady's tortured bosom. ""Madame, madame! he says--Mr. Marston says--I have presumed to give you advice, and to meddle, and to interfere; that I am endeavoring to make you despise his authority. Madame, speak for me.",matt,,
380,"He told her that she was his hope, his treasure ; the one only joy of his life ; that it would be a sin to doubt her ; and Blanche listened in fear, and prayed that the love which was fixed upon her, might in mercy find a surer resting-place, and then humbly asked if she might tell him all that she had done. It was a tale soon repeated, soon understood, and Blanche was happy when she heard her father's whispered blessings ; but she did not discover how- much cause he had for thankfulness himself. She did not remember the load which must be taken from his heart by the knowledge of the cause of her de- pression ; and she did not perceive the reverence which her firmness and consistency of character in- spired. Lord Rutherford thought little of religion himself, but he could now apprecia e it as a principle in others ; and with Blanche he would have shrunk from the careless bestowal of his patronage, as from an injustice against a charge entrusted to him. Silence followed : the peaceful silence of hearts w hich arc one in affection and conlidence. ""Blanche,"" said the carl at length, "" it was excitement w hich made you so ill. Your aunt says you ought not to have come down-stairs, the night of the ball.""",matt,,
385,"The intense excitement which she had felt when the news of the Battle of Belgrade had reached Paris having subsided, she was less anxious and agitated than she had been, but totally unable to take part in the gaiety of that family circle which had once been so dear to her. Her old friend M. de Bonrepos was more devoted than ever. His attachment to her had assumed a touching character. The most painful compassion was mixed with it. She had ceased now to resent this, though for worlds she would not have owned that her fate was not an enviable one. As in former days, he tried by every means in his power to amuse her, to win from her a smile. He sometimes succeeded, but, somehow, there was very little that was cheering in those smiles.",matt,,
390,"But that did not trouble him; he had never thought himself very large or important, and he was quite willing to accommodate himself even to circumstances which rather overpowered him. Perhaps he had never looked so little a fellow as when seated now in his great chair, at the end of the table. Notwithstanding his solitary existence, the Earl chose to live in considerable state. He was fond of his dinner, and he dined in a formal style. Cedric looked at him across a glitter of splendid glass and plate, which to his unaccustomed eyes seemed quite dazzling. A stranger looking on might well have smiled at the picture—the great stately room, the big liveried servants, the bright lights, the glittering silver and glass, the firece-looking old nobleman at the head of the table and the very small boy at the foot. Dinner was usually a very serious matter with the Earl—and it was a very serious matter with the cook, if his lordship was not pleased or had an indifferent appetite.",matt,,
395,"But scarce had they had time to compare the most cursory notes, before the arrival of the second steamer was announced; and Madeline, with all that unselfishness which distinguished her in everything she did, tore herself away from Otho, her husband, to go on board and meet Nellie. She could not allow her to arrive and find no one there to greet her. And Madeline had requested Otho not to accompany her on board. Since Nellie had left for Syria, this terrible affair of Gould's bigamy had taken place ; and Madeline felt that such a painful disclosure — for it must be made sooner or later — should be made privately. As Madeline went off in the boat to the steamer, the contrast between her situation and that of the woman she was going to meet, forced itself irresistibly on her ; and still more so, the singular coincidence that this same villain of a man of whose crime she was to be the unwilling messenger had been the prime mover in all her, Madeline's, misery. It seemed as if her reward and his crime were to be meted out in the same day. But Madeline's only consolation in the painful scene which lay before her was the knowledge that Nellie, though she might be shocked to hear of such a scandal, would not suffer in her heart ; for she knew that that heart held no sentiments for Gould but those of loathing- and repugnance.",matt,,
400,"My dear child,' he said, in a husky, hesitating voice, for, though he had often dashed with his men at the charge full into the dangers of the battlefield, he felt a peculiar sensation of nervous dread now at having to broach the business upon which he had come. ' My dear child,' he began again. ' My dear uncle,' she answered, tenderly. * You know my feelings respecting your approach- ing marriage ? ' She looked up at him sadly, and the tears stood in her eyes. ' Yes, uncle, dear, I know,' she replied slowly. '",matt,,
405,"— "" Married by special license, on the 31st ult., at the town residence of the bride, the Rev. Julius Blake, D.D., Rector of Kilcummin, younger brother of Sir Hya- cinth Blake, of Ballymore, Bart., to the Right Hon. Adela - Clementina - Rose d'Amour-Corisanda, Dowager- Viscountess Knockmaroon, third daughter of the late Earl of MoycuUen. The fair and noble bride was given away by her distinguished relation, the Earl of Killeries, of whom the VOL. III. N bridegroom has also the honour to be a kinsman. The solemn ceremony was graced with the presence of numerous friends and connexions of her ladyship and the reverend bridegroom.",matt,,
410,"Sleep, sleep, all you can, and keep yourself from thinking. Ask no questions ; I have forbidden your being answered."" M. Lemaire had great recuperative powers, and by the next day had made such rapid strides towards recovery, that when Dr. Parkes arrived he found him sitting up in bed, rating and grumbhng at Katrina, who obeyed the Doctor's instructions to the letter and gave him no information what- ever, but only irritated him the more by insisting that he should keep quiet and hold his tongue. "" I am glad you have come, Doctor,"" he said, stretching out a long bony hand like a bird's claw; '^ I am stronger now. My thoughts are coming back : I am beginning to remember.",matt,,
415,"When they commenced their deliberations, they spoke separately, each, when he had any thing to say, standing up, and generally, but not always, addressing himself to an elderly warrior, who appeared to be their principal sachem, or king, but who had nothing in his dress to distinguish him from the rest. What each man said, was communicated to the French by an interpreter; by which means Charles became acquainted with their various sentiments, and the progress and management of the consultation. The first proposal made was to sacrifice half of the prisoners according to their customs, and to give the others to the French; the division to be made by lot. To this the French refused to assent; and one of them standing up, addressed them to the following purpose: “Brothers! you say it is to please your departed warriors, that you would sacrifice these men. Where are those warriors now! Are they not in heaven!",matt,,
420,"I have done very well."" '' There's young Gouger as'U be willing to help aft here when things get settled,"" said he. "" Yer read about the steward in the log-book^ didn't jer ? Gouger can lay a cloth and bring a dish from the galley ; and that's nigh all that's wanted. Did jer find anything to drink ?",matt,,
425,"Lady Ormleen had felt her heart beat somewhat quicker than beseemed this marble tranquillity of deportment ; — she had found the hurried words perplexed in her utterance; — she had experienced that dull, blank vacancy which oppresses the mind, then, when some well-graced lover quits the room. It was one night at a ball at the Duchess of Gordon's in Piccadilly, that a young man of highly prepossessing appearance was presented to her by a certain good-humoured old Lady Shetland, who qualified her formal nomination of "" Captain Dal- rymple"" with a scarcely audible whisper of — "" I dare say, my dear Lady Ormleen, you have heard all about him ; — Lord Inverarie's eldest son, you know."" Her young ladyship bowed, without pleading guiltj^ to her ignorance on the subject. Feeling that Lord Inverarie's eldest son was a very proper partner for her ; and finding in Cap- tain Dairy mple the most amiable, the most cul- tivated, the "" wisest, virtuousest, discreetest, best,"" of all those who had hitherto guided her steps through the mazes of the cotillon, she permitted herself to smile with greater warmth, and talk and listen with greater freedom, than she had ever done before. There was something very fascinating in the dignity of his fine countenance, occasionally, but rarely, illuminated by a burst of enthusiasm in the utterance of a noble sentiment — the description of a beautiful object. And then he was a bit of a hero. He had shared a leaf of the laurels of the great Rodney, in his triumph over De Grasse; and was just returned from Paris, where he had assisted in the theatricals of the Petit Trianon, and learned to talk with rap- ture of the blue eyes of Madame de Lamballe, — with feeling of the graceful accomplishments of Marie Antoinette.",matt,,
430,"In- deed it would appear so, for on the day of my approach to G — — — — h the morning was fine, the noon rainy, the evening cold, and the night, be- sides its usual irradiation, was illumi- nated by ignited and curious meteors, which sometimes vibrated in the north- ern sky, and sometimes shot along the lower regions of the air, in every direc- C 9 tion, with surprising velocity and un- common magnificence. -n P — e seemed to make a kind of involuntary homage to these phaenomena, by striking his sails. And it was but a just tribute, for a storm of rain soon followed, accompanied with vivid flashes of lightning, and roaring peals of thunder, dreadful to every au- ditor, except to the good man, and the British sailor, who, being strangers to guilt, are therefore strangers to fear. However, the calm that succeeded the storm, the mild and mellow effulgence that was issued in by the sun the follow- ing morning, made the face of the county of K — t, a kind of heaven upon earth. Nor could any-thing be more favorable to my landing at G ' — h, or to afford the g m — t and the people an opportunity of receiving me with all that pomp and ceremony which they deemed due to 'my rank and to the occasion which brought me amongst them. Indeed if any-thing could have re^ conciled me to my destiny, it would have been the manner of my reception at G h; I was received at the landing place by the highest dignitaries of the c h and s — e, of the army and navy; the bells rung, a r — I sa» tute was fired, and the people cheered me with as much enthusiasm, as if they expected my union with the Mar- quis capable of multiplying the happi- ness of the land. But all this was not sufficient; the million exulted ; they saw the exterior of things, and knew not the state of the mind.",matt,,
435,"* ; AH ! Tressa darling, what do you think?"" ^ said Lucy, about a week after this, as she came into the oriel-room with a basketful of little socks to mend, and Martin tugging at her dress. "" Romilly says he is going out to the West Indies after all. Did you ever know such a thing, and when he had quite made up his mind not to go, too ? But he has been explaining it all to me so kindly. He says the opening is one which ought not to be neglected, and of course he is much more suitable to represent the in- terests of the firm than a clerk would be; and Mr. Mason seems so anxious for him to go, and be thinks the change would do him good, and he would not be justified in declining the under- VOL.",matt,,
440,"it is, that since Madame de Vaugirarde will not come to court, your Majesty should go to Madame de Vaugirarde."" It was not very difficult to make this notion agreeable to the king. It had one ingredient plea- surable enough to secure its good reception — it was new — nobody had ever before dreamt of bis Majesty making a tour into the provinces incog. This was quite sufficient ; and Richelieu had scarcely detailed his intentions than the King burned with impatience to begin his journey. Tbe wily mi- nister, however, had many things to arrange be- fore they set out; but of what nature he did not reveal to his master. Certain is it that he left for Paris within an hour, hastening to the capital with all the speed of post-horses. Arrived there, he exchanged his court suit for a plain dress, and in a fiacre drove to the private entrance of the Theatre Francais.",matt,,
445,"scattered sheets, to keep them together. I don't think I can ever forget what he used to tell me about himself, as we sat on the hill- side together. I saw even then that his life had been a sad one — not a good useful life, though he softened it down to suit what he thought I, his hearer, ought to listen to. It was not that he wanted to make himself out better than he was — that was never Douglas's way, never — but he had a man's tender reverence for a girl's ignorance of the world, and of evil. For his own sake — he was so true by nature, so earnest and manly in his humility and repentance for the past, — that for his own sake I think it would have been a relief to him to speak out strongly and boldly — to paint his life as black as he believed it to have been ; but he never let himself go ; he never forgot me and my happy uncon- sciousness of the sin and sorrow in the world. Yet he never excused anything that had been wrong — he was himself always, — himself, "" tender and true."" And as I loved him, and even then saw how noble he was, — saw that where he had fallen he had most bravely, most humbly, raised himself again ; that the excuses he would not make for himself were yet shadowed forth unconsciously in his own words, I, Diane de Beaurepaire, longed greatly that the world should understand him some day, — at least such a portion of the world, a very small one, it is true, as loved, praised, or blamed him.",matt,,
450,"Who'll be up against me on Friday ? did you hear at all ?"" ""Ah! that's just the worst of it. Lutterell's got Clancy coming. By Gad ! everthing seems going to the deuce.",matt,,
455,"It's not like your father, sir !"" "" Then I'd not do it, mother — at least if I could help it,"" said he, growing very red. "" I say, mother, is it too late to go up to the Abbey and bid Sir Arthur good-bye ? Alice asked me to do it, and I promised her."" "" Well, Tony, I don't know how you feel about these things now, but there was a time that you never thought much what hour of the day or night it was when you went there."" "" It used to be so !"" said he, thoughtfully ; and then added, "" but I'll go, at all events, mother ; but I'll not be long away, for I must have a talk with you before bedtime."" "" I have a note written to Sir Arthur here ; will you just give it to him, Tony, or leave it for him when you're coming away, for it wants no answer ? "" "" All right, mother ; don't take tea till I come back, and I'll do my best to come soon.""",matt,,
460,"Wouki to heaven that the ralh and thoughtlefs youth, who, with cruel levity, courfe through the town in fearch of innocence, and count it glory to dcftroy it, had been prefent at thy death, and re- ceived the awful lelTon it inculcated ! / fhall *' Robs her of that which not enriches him, But makes her poor indeed !'* Would that this refle6lion3 juft as it is, were more generally made 1"" Grief is apt to make us all moralifVs. Then think not the worfe of Barclay, ye belles : do not hate him for it, ye beaux ! Knock, knock, knock ! *' Come in,"" cried B m clay. """,matt,,
465,"Ah ! dear iMrs. JCewburgh,"" replied the affectionate little girl, placing the other arm round her friend ; "" how could I think about the pearls this morning, when I could think of nothing but how delightful it was to see uncle Edward so much better ? but how sad it was,"" continued she, softening her voice ; "" that he liad lost all his fine heidthy colour. No, no, pearls are very, very handsome, but I love uncle Edward belter than I love pearls."" In saying this she pushed the necklace from her, and hid her face in the bosom of Mrs. Newburgh. INIrs.",matt,,
470,"If there be need I will take your advice."" "" There is a still greater need,"" he re- plied. ""It is said that Master Denton only finds his way to church by tracking thy footsteps. It behoves thee the more to keep thy feet in the path of righteous- ness, and to draw him with thee. I fear me there will be many temptations in thy new life, for Master Denton has friends in Leeds who scoff at godly folk ; but, Isbel, resist evil, forsake not the truth, and thou wilt never want a sure friend."" "" Methinks, Reuben, thy homily savours of malevolence, and, like thy other advice, is ill-timed. Master Denton is not likely to find favour here,"" she answered, stiffly, as her needle flew. """,matt,,
475,"But it strikes me that the tap-school has been overdrawn ; and if the world of letters, — (according to some the most illiterate world going,) — is sick to surfeiting of the eau sucrte of fashionable novels. Old Tom has also become superannuated. Eugene Sue is still at the receipt of custom. But his license does not extend to Bri- tish compounds. My new preceptor was what is called highly "" respectable looking ;"" respectable-looking as most private tutors. Like other objects belonging jto Mr. Roper, he wore a double face, or more cor- rectly speaking, served like the bi-lingual Tyrians, a double purpose.",matt,,
480,"written by himself, for the use of the JJauphin, his son, and containing the most authentic h'story of the interesting sera in which he lived. J 4s. 11. The Spanish Outlaw ; a Tale 3 4 vols. 22s. 13. Lyrics on Love j a collection of Original Amatory Poenas, <ifter the manner of Little. 1- vol.",matt,,
485,"The reader will find ample variety in his book, which is well worth perusal""— PaZZ Mall Gazette. "" These volumes are amusing, interesting, and even valuable. They give us a very clear idea of the great quarrel between British Columbia and the Dominion of Canada; and they contain a fuU report of Lord Dufferin's great speech at Victoria. Then there are some graphic sketches of social life and sceneiy, and some entertaining stories."" — Spectator. "" Mr. St. J.jhn gives a pleasant narrative of Lord Dufferin's journey, and his account of the state of feeling in Vancouver .s Island and the mainland is especially valuable as the impartial summary of a careful and xmbiassed observer."" — Academy.",matt,,
490,"Will you, my dear aunt Eleanor, forgive my ab- surdity, when I confess 1 called him, in my own mind, Feramorz ? for he did so much re- mind me of Moore's delightful poet of Cash- mere ; and will you still farther pardon me when I acknowledge that, with true sexual curiosity, I devoutly wished some fortuitous circumstance would make his envious mask fall off,— ' A mask that left the eye too free To do its best of witchery.' "" I know not why, but often during the course of the evening, I involuntarily drew comparisons between the Troubadour and Lord Langrave. The manners of the former were quite as brilliant as his Lord- ship's, yet so much more sterling, so entire- ly devoid of those prettinesses of affected sen- timent, that characterize the gallant Peer's discourse ; conceits, which remind me of the little many-coloured stones the lapidary sets round a fldse gem to enhance its value, while the emanations of a highly gifted and ration- al mind shine like the pure diamond, bright without adventitious ornament, intrinsic in worth, genuine in beauty ! "" But, even when enjoying the spirit of intellectual intercourse in its most exalted sense, how often will the littleness of vanity, or the deadly influence of envy break forth, as if to prove incontestibly the natural cor- ruption of the human heart ! I have been led to such a reflection, by the recollection of a circumstance which occurred last night ; a circumstance that in a great degree obscured the pleasure I had previously enjoyed. It was like a false note in a beautiful piece of music, and even now jars on memory. **",matt,,
495,"1. B the Canfinny, or head of the sept so named, which was another branch of the same Milesian stock. The sun of a summer day had risen over the summit of Sliabh Owen, and the first breeze of morning had brushed the surface of the bay, when almost all the population of the sept of O'Haedha had assembled in the valley of Rath-Aidan. By the gay and eager faces of the multitude, and the frequent jests that passed from lip to lip, it might be judged that the occasion was a festive one. The gates of the Rath stood open, and were guarded by two lines of armed galloglachs, who restrained the crowd, and kept an open .space clear, as if for some expected cavalcade. The sound of the piobh mala, a kind of drone- kss pipe, somewhat resembling the national in- strument of the Scottish highlands, the fuller tone of the ndharcaidh ciuil, or musical horn, and other wind instruments, were heard from various recesses of the valley, and every sight and sound betokened the commencement of some splendid pageant. • At length, the long, loud note of a single goU- trompa from the Rath, produced an instant still- ness through the multitude. It was succeeded by a sudden shout so stunning and so universal, that the sea-fowl wheeled and screamed in startled flocks along the shore, and the echo mut- tered like thunder among the distant peaks of Sliabh Miskisk.",matt,,
