passage.number,passage,annotator
62,"She started, but more with pleasure than fear, at the sound of her own name, as she saw Mr. Earnscliffe come from under the shadow of the trees and stand facing the balcony as he said, "" I saw you come out, and I have been watching you ever since. It was so delightful to see you there, and know that you were thinking of me. I even heard a sound which seemed verv like Edw^in ; but it would liave been still more delightful if I could have been standing up there beside you."" Flora blushed and laughed as she answered, "" Well, I must say it w^as very wicked of you to be out here eaves-dropping when you ought to have been in bed ; and pray, why are you not there P' "" Might I not ask the same question, fair lady?"" *' Xo, it is quite a different thing for me. A lad}^ may have work and a thousand other things to keep her up, but a man has no such excuse.""",alex
67,"When cordially greeted by his cheery- hearted son, he shook his head despondingly, and declared himself to be "" poorly — very, very poorly."" Poorly, indeed, for a beneficed divine — a responsible Christian ! — Beyond his physical sensations, he had not a thought or a care — beyond that gloomy room, not a sympathy. The souls entrusted to his cure, the progress of the faith he professed, of national civilization, of human happiness, of science, Kterature, art — what were such trifles to a man addicted to nervous headache, and engrossed by the daily study of Buchan's Domestic Medicine ! — Still, when seated in dignified abstraction in his stall, keeping measure with the responses of the choir, and looking like a portrait of St. Jerome by the tender pencil of Guido, there was plausible pretext for the affection with which he was pointed out to strangers as "" the popular Dean of R ."" CHAPTER IV. For what avail the largest gifts of Heaven When drooping health and spirits go amiss ?",alex
72,"There, the beloved little rough dogs, after- wards hung by their cold-blooded step-mother, had fuzzled and rustled among the brown autumn leaves, feeling called upon to partake the excite- ment, though they could not share the employment, of their masters ; and sympathising thoroughly in the apparent opinion of the latter, that the greater the bustle the greater the joy. Poor little Jock and Beardie ! Before that dreadful hanging day, how many days of delight had they shared! What kindly pats and in- vitations had they received to share bits of oat- cake and potatoes roasted in the hut (tasting terribly of burnt resinous wood) ; while their masters added to that simple festival, alas ! ' juat a wee wee drappie ' of mountain dew, sipped from the keeper's flask ; ever replenished with a fiery nectar, which, like the potatoes, had been prepared in some wild mountain hole where the tax of the excise-officer had never been levied. Days of boyhood and castle-building on the earth (not yet the vain vanishing of manhood's castles in the air), how sweet and precious are ye, in the after times ! Oh !",alex
77,"Oi loosing him : his regiment was ordered abroad, but has since been countermanded. Matilda has joined her persuasions to mine to induce him now there is some prospect of peace, to lay aside his red coat: but in vain. I hope Harrief will be more successful My wife, cor.sidtrme: her situation, is wonder- fiilly well; and Charles grows a fine fellovfw He is reckoning much of his visit to Mel- combe, and seeing his clear httle aunt Sophy again, who is, you are aware, his first favorite, next to her, his grandpapa and gTandmamma rank highest in his^favor. I am desired to enquire whether you have met Lord d^Arcy yet. If my dear mother sees him with the eyes of her daughter, you are probably inehned to feel as jealous of this young nobleman as myself. Had Har- riet not been disposed of, I should have wished to have seen her the choice of my friend.",alex
82,"No,' cried Ned, wincing for her. ' Oh, no, Nessie, not you, you poor thing. But I thouglit perhaps I, as his friend and yours, ought to advise him, if I only knew what.' ' I have done so already. And you, Ned, who are always thinking of everybody but yourself, can do the same. But, if Frank seems to be in the wrong, you will trust him; won't you, Ned? I'm quite, quite sure you will never repent it.'",alex
87,"In about ten minutes Mary went down by the back staircase, and found Sir William in the walk. "" Ah !"" he said, "" those red eyes betray what has occurred. You have received an unpleasant letter from Harry Howard ; but don't regard that. I had a long conversation with Mr. Howard this morning, about you and him, and all is as it ought to be."" He then told her what he had said about his approval of his son's choice, and his dislike to call on Mr. Selwyn. "" Oh !"" she said, "" this letter has rendered me quite miserable ; he never could have written thus if he really loved me, and now he seems to have given me up entirely."" "" Come, come,"" said Sir William ; "" do not give way thus — will you let me see his letter ?"" """,alex
92,"Gabriel's Treatise on the Teetli, explaining their patented mode of supplying Teeth without Springs or Wires, may be had gi'atis on application, or free by post. BLACK NET AND TULLE. Messrs. JAY have from Paris a variety of BLACK EVENIXG DRESSES, wliich they can confidently recommend, both from their correctness of fashion and economy in price. JAY'S, Cf)e iLonlJon ([general iJ^ournmg MEareficu^e, 247, 249, and 251, Regent Street. BLACK SILKS. Purchasers will find .at all times the greatest possible Advantage in Buying BLACK SILKS, of either the richest quality or those of a lighter material, and at a cheaper cost, at JAY'S, €ic ilontion General i^ourning ^IHarei&ouse, 247, 249, and 251, Regent Street, FAMILIES ""Will always fi^nd at Messrs.",alex
97,"He must have had glorious moments !"" broke in the pale student, to the surprise of the whole party; ""Think what it must have been when he bivouacked his army in the clefts and caverns of our magnificent Carpathians, with an Emperor in arms against him, and nothing between a crown and a scaffold but the decree of chance ! It makes the heart bound to think of such a waking — the dim mysterious vapours floating between him and the blue heaven above his head^ and wreathing them- selves into a thousand fantastic shapes about his feet^ shrouding from his view the land for which he was about to dare his fate ! And how grand at such a dawning, to call up his hordes, as it must have seemed from chaos, and to behold them starting forth amid the dim vapours^ looking in the refracted light like an army of giants!",alex
102,"1 would only remark, that to such persons, 1 fear this portion of Catherine's story will be in a great degree revolting, since I have now to exhibit her under these particular circumstances. Truth compels me to say, that nei- ther the most affectionate behaviour towards herself, nor the most guarded conduct to Augusta on the part of St. Aubyn, nor the frequent endeavours she herself made to repel every suspicious thought, could restore to Catherine that untroubled peace of mind, and entire confidence in her husband's love which had rendered her residence at C hitherto so delightful and so happy. Augusta was that heartless, inhuman being, who, even as a wife, had no triumph so great as that of practising upon the vanity (it would be unwor- thy to say the hearts) of men. St. Aubyn was still her mark ; and, though he forbore to offer her the pointed attentions she endeavoured to excite, she put it almost out of his power to address her with the merely polite civi- lity he was desirous ofextendingtowards her, by the footingof familiarity on which she seemed determined to receive him. The most steadily governed mind would certainly sometimes have been shaken, by the attempts she levelled against its peace; how much more, then, was that of the unfortunate Catherine disturbed ! The gaiety of her disposition — the sweetness of her temper, which, though from the vivacity of her undisciplined feelings subject to hasty ebullitions of anger at untoward circumstances, had still been of that affectionate kind, which rendered her to St. Aubyn the most attractive and engaging- of women — all was fading away — and, insensibly to herself, she was daily yielding to an irritability of mind, which betrayed itself at first in snch trifles as St. Anbvn considered it unworthy to notice ; but which gradually strengthened into a sort of conduct, which it was impossible for him to pass over without comment. Wishing as much as possible to avoid the presence of Augusta, whom she detested with a hatred which no prin- ciples within her taught her the sin of indulging, Catherine had evaded as often as she could, under a plea of indispo- sition, the frequent invitations she and her husband received from the Elliots.",alex
107,"This is startling."" "" My father,"" continued Carr, "" was a German, that was one tie with the Carrs ; Mrs. Carr was German, and never spoke English without difficulty ; she used to have long talks with my father in their own tongue, and tended him in his last illness — my oldest, far-away, dream-like memory is being hugged up to my father's breast, the cold howling wind, and great dark green waves raging round — of being wet through. Then I can remember nothinsf till we were among woods and hills, and my good friends the Carrs were mixed up with my life."" And he proceeded to give a sketch of his existence, which has been already presented. "" After I went with my friends to Australia, Mrs, Carr died, some years before her hus- band,"" concluded the young man. ""He was a rugged and uncultivated Scotsman, not ignorant ; a fine character, who fought hard wdth circumstances, and was on the eve of conquering them when death took him. He left me all he had, and I worked on, on his lines, when gold was discovered on my property, and my fortune was made — no thanks to me !",alex
112,"Of eye, to animate the countenance. Enough ! Here is that look which pleaseth me More than all sights of earth, or air, or sea. And let no fold, no ornament bedeck The stately shapeliness of that smooth neck. The robe your choice — its texture and its hue — But modest it must needs be, or not true.",alex
117,"Cinq Mars saw plainly the state of his mas- ter's mind; and as he entered the Palace, he again began to doubt whether he should at all lend himself to the bold and dangerous mea- sures which Fontrailles had suggested. CHAPTER VII. In which is shown how a great King hunted a great beast, and what came of the hunting. While the King's mind, as he returned to the Chateau de Chantilly, was agitated by vague hopes and fears, which, like the forms that we trace in the clouds, rolled into a thou- sand strange and almost palpable shapes be- fore his mind's eye, and yet were but a vapour after all ; and while the thoughts of Cinq Mars ran over all the difficulties and dangers of the future prospect, reverted to the obligations Richelieu had once conferred upon him, or scanned the faults and crimes of the Minister, till the struggle of patriotism and gratitude left nothing but doubt behind : the imagination of VOL. I. H Fontrailles was very differently occupied.",alex
122,"A perfeft charafter railes our admiration : a mixed one is more common and more natural, and engages our pity and our fympathy."" My lord praifed my remarks extrava-f gantly, and faid they were of more value than the play. , i I told him, I was more mortified than gratified by undue compliments i tfiat it rcflefted upon his own judgment, as the remarks were common, and not originally my own. He feemcd abaftied, and ftood correfted, -' After th^ play was over, we returned in my lord's coach, and fuppcd at his houfe. There The, gentlemen feid, I was too ftrious;: they did not like the turn I gave to the * converfation. . Wedidiiotpjirttill alatehour* Parn- /prd fai4 ftnc^ Hiked plays, he would atr t^d ipe to another, whenever I pleafed.",alex
127,"Muriel lay on a couch at the open window ; she was pale and wan, but in her face was the unspeakable beauty that comes of a spotless life. Her eyes were fixed upon the cloudless heaven, but in her heart of hearts there was a deep-set sorrow even while her spirit was raised above and beyond earthly things. * I should like to have seen Daphne again/ Muriel remarked, after a pause ; ' to have taken her by the hand, to forgive and be forgiven/ ' To forgive — perhaps so/ Lemuel re- plied ; ' it is better, even for our own peace, than to bear the heavy burden of hate about with us. But — to be for- given V 1 Yes,' continued Muriel, ' even though it be for some fancied wrong, some phantom fault. Let us go to our rest, my dearest, you and I, leaving no burn- ing hearts behind us, but rather with words of peace upon our lips.' Lemuel made no reply, and there was silence for a space between them, when Muriel, taking his hand in hers, recited aloud a prayer that had been familiar to her from childhood. 1 O Father in thy mighty",alex
132,"She almost wished, in- deed, that her friend Lady Clairiville had not introduced this same surly English Baronet to her acquaintance. But it did not much signify. He had already informed her that he was on his way to Naples; and birds of passage are too frequent in Rome at the commencement of the winter to render them of much account. Sir Alan would be off in a day or two, and would probably leave little occasion to regret his departure. CHAPTER HI. There was no great disparity of years. Though much in temper, but they never clash'd ; They mov'd like stars united in their spheres.",alex
137,"How old are you, Nellie ? I beg your par- don; it was inadvertent — comes from hearing you constantly so addressed by your relations.''^ ''I don't mind your calling me Nellie, if you like. But I think I wouldn't do it — always, do you see ? Not before "" "" Not before crowded audiences ? I quite catch on.^^ "" I am twenty next birthday."" '^",alex
142,"No clouds, no stars. Nothing in the sky but the broad moon, and hardly a ripple to break the path of light she made in the quiet water. Mine was the middle watch that night. You came on deck, and found me alone ' He stopped. Crayford took his hand, and finished the sentence for him. ' Alone — and in tears.' ' The last I shall ever shed,' Wardour added bitterly. ' Don't §ay that.",alex
147,"Highly born herself, she had early been married to a rich man of inferior rank, for the sake of a large settlement. Her plan was, that her daughters, (who, by the way, are modest and estimable,) should find in the man they married, still higher birth than her own, and more riches than her husband's. It was a curious speculation to compare these two friends, and to observe how much less the refined manoeuvres of Mrs. Fentham answered, than the open assaults of the intrepid Lady Bab. All the intricacies and labyrinths which the former has been so skilful and so patient in weaving, have not yet enthralled one captive, while the composed effrontery, the affecting to take for granted the offer which was never meant to be made, and treating that as concluded, which was never so much as intended, drew the unconscious victim of the other into the trap, before he knew it was set. The depth of her plot consisting in not appearing to have any. It was a novelty in intrigue. An originality which defied all competition, and in which no imitator has any chance of success.",alex
152,"I didn't know you were in England.' ' I only landed two days ago,' answered Gil- bert, as they shook hands. ' I daresay I startled you a little, dear old fellow, coming in upon you without a moment's notice, when you fancied I was at the Antipodes. But, you see, I hunted you up directly I was free.' ' You have done well out yonder, I hope, Gilbert ?' ' Yes ; everything has gone well enough with me in business.",alex
157,"In dreams which Heaven itself unfurled ! What godlike shapes have years bereaving Swept from this real work-day world ! "" Bulwee's Translation of Schiller. The Rhine looked most beautiful on the morning on which Tremaine and Spencer left the isolated Godesberg, in order to continue their course up the shining waters. With pleasurable feehngs, therefore, Spencer gazed on it, as smoothly its current flowed, seeming, by its rapidity, as though it wished to force back the struggling steamboats on its surface, and to prevent theii* ascending its rushing stream ; but vain its efforts, — vain against the power of man, as one boat after another, conducted its crowded passengers to wherever their fancy made them wish to linger, whilst the old grey castles, hung as it were upon the hills, seemed to look con- temptuously down from their lofty heights, on the modern hordes thus invading their solemn retreats. In the same steamboat with Tremaine and Spencer, there chanced to be a celebrated author, who some years before had written a work on the Rhine, which had in Tremaine^s youth first inspired him with a desire to visit its banks. Unfortunately, however, for Tremaine and his friend, the author had forgotten all he had written on the subject (or at least he said so).",alex
162,"It is no use. Sir, to argue against facts. I have gone to the theatre without being injured by it ; and I have known many of my friends who have never been injured by it."" Mr. Falkland. — ^""It may be so 3 but would you like a son or a daughter to acquire a passion for theatrical amusements? And would you suffer them, if they had acquired it, to go alone?"" Mr. Talbot.",alex
167,"Katherine Beaton completed her seventeenth year od the third day of last March."" "" Is she so much ? I had forgotten — Fred said very little about her. He is never com- municative, you know, about any one who does not interest himself — which Miss Ramsay certainly seemed to do."" "" My niece is now an orphan/' Mr Arundel said, rather solemnly. Mrs Arundel was quite aware of the fact, and only said, ""Ah, yes, poor girl!"" then after a moment — "" where will she live now, Mr Arundel 1 with these Eamsays, I suppose.""",alex
172,"Look at it in whatever light she would, her mind misgave her. If it made no difference in the end, if it were no advantage to the Chemical Company, she could not understand the object of so strange a proposal. Eupert had indeed explained the matter by saying, ^^ Forde wanted the thing kept quiet;"" but then why should the thing be kept quiet. In whose interests and for whose benefit was it that such secrecy had to be maintained. Pes- tered as her husband had been with demands for money, with writs, and with sheriff's officers and their men, it seemed to Mrs. Mor- tomley that all the world must already be acquainted with the position of their affairs. ^^",alex
177,"TREATISE ON ROADS : wherein the right Principles on which Roads should be made are explained and illustrated by the Plans, Specifications, and Contracts made use of by Thomas Telford, Esq. on the Holyhead Road. By the Right Hon. Sir Henry Par- NELL, Bart. Svo. with Plates, 21s. LECTURES ON the HISTORY AND PRINCIPLES OF PAINTING. By Thomas Phillips, Esq. R.A., F.R.S., and F.S.A., late Professor of Painting in the Royal Academy. Svo.",alex
182,"It was uot difficult to persuade Rupert to be my guest for a few more days, and during them Mrs. More was remarkably well, and equal to many discussions and conversations which re- minded me of former times. Mr. Hyde and Rupert met with mutual satisfaction, and as he made no secret of his adoption of Christianity, the Rector felt it not only right, but pleasant to advise and direct him in all things touching our church. I had told Mr. Hyde of Cathal's conduct towards Mr. Schelling at the assizes. It gave him the sincerest pleasure, and afterwards he did not so completely avoid intercourse with him as before. The barrier had, it is true, been newly raised between them on CathaFs side, but Mr. Hyde did not know of this, and his visits to Mrs. More became again as frequent as in old times.",alex
187,"Eric, you forget again wliat words you are using,"" began Josephine, turning away, but not soon enougli. The little fellow had seen her tears, and clung to her. "" Don't cry, Jo, don't cry. I will try to remember now."" If anyone had told Josephine Kennard the real reason of the tears which had started so suddenly to her eyes, she would have laughed incredulously ; but she was not at all a perfect little girl, and it was a great mortification to her that things should look so comfortless and ill-man- aged before this grave and courteous gen- tleman. When he had gone, (Don, in his pleasant way, insisting on walking with him to Dr. Sheppey's), Josephine, still not understand- ing why, had a good cry by herself, her head buried in her hands. Presently a pair of round eyes took up their station opposite, gazing at her with much awe. """,alex
192,"And there we had fine scope; it brought my hand pretty well in for the service in this country. But, come, as you are to be a bon camerado, as the Spaniards say, I must put you in cash with some of your old uncle's broad-pieces. This is cutter's law; we must not see a pretty fellow want, if we have cash ourselves.” Thus speaking, he pulled out his purse, took out some of the contents, and offered them to Henry without counting them. Young Morton declined the favour; and, not judging it prudent to acquaint the sergeant, notwithstanding his apparent generosity, that he was actually in possession of some money, he assured him he should have no difficulty in getting a supply from his uncle. “Well,” said Bothwell, “in that case these yellow rascals must serve to ballast my purse a little longer. I always make it a rule never to quit the tavern (unless ordered on duty) while my purse is so weighty that I can chuck it over the signpost.A",alex
197,"You liave been in the wrong, young man,"" he then said, addressing himself to his kinsman, who now seemed overwhelmed vv^ith confusion ; '' and I desire you m411 not only apo- logise to this youth for your beha- viour, but, by presenting him the rich bauble you wear upon your finger, atone, in -some measure, for the wrong you have done liim."" *^ You are unjust, my Lord T' ex- claimed the Marchesa, dartijig a l6ok of contempt towards her husband, and ,yoL. Ill, L another another of fury at mc ; ^^ rather ought you instantly to command your people to bind and chastise the insolence, which dared even retort upon a branch of an illustrious family."" *' Give him the rins:, instantly!"" jcturned the Marchese.",alex
202,"'' "" Mr. Castellani's operas were popular in Italy, were they not?"" ""For a time, yes; but the Italians are as capri- cious as we are dull. Cesar tells me that his father's operas have not held the stage."" "" Were they fashionable in your time, aunt, when you were studying music at Milan ?"" ""Yes, they were often performed at that time. I used to hear them occasionally."" """,alex
207,"^ And, as Signora Soranzo requires exhi- laration for her spirits, I suppose I must de- fer all plaintive strains until she requires saddening/* said Angelina, smiling and tak- ing up a lyre ; as Elouisa made no effort to resign the harp. The vocal powers of Angelina's mother had been justly celebrated through Italy ; and her father, in tracing every tone of that mother's voice reverberated by her child's, as from year to year each sound of melody expanded, had discovered them with rap- ture, and hailed them with ent^iusiastic, yet sad, applause. Instruction of the first order was early called in to aid this sweet and captivating gift of nature. Angelina prompt- ly saw how earnest was her father's wnsh that she should excel in this accomplish- ment ; and that was an incentive to propel her to every exertion for pre-eminence, and her success soared even beyond her own fondest hopes, her father's most highly form- ed expectations. She, therefore^ well knew how far she could excel Elouisa's attempt ; yet good-naturedly turned from the invidi» «usness of comparison in a bravura song^",alex
212,"What visits shall we pay this autumn ? "" pursued Mrs. Hardfast reflectively; ""Let me see, this is the end of September, everyone has returned from the seaside or foreign baths ; I'm glad we saved our money and did not go there, for a campaign in country liouscs is your best chance now; you phi}^ tennis splendidly, and your figure can stand those flannel gowns which are so dreadfully unbecoming. You mustn't get any stouter though, my dear, your bust is quite full enough, and at your age stoutness detracts from a youthful appearance."" ^' My age ! "" said Maud.",alex
217,"No, no, my conscience won't allow me !"" remonstrated the young viscount, waiving his hands and head ; — "" these people are intoxi- cated!— and since there is no Father Mathew in Sic — Sic— Sicily to repress so beastly a vice, and bring them to a sense of their sit — situa- tion, — I feel called upon to address them."" His intentions were luckily circumvented by the sudden whirr of a rocket cleaving the air, to afford a signal, by its falling stars, to the city, that the doors of the cathedral were thrown open, and the various confraternities and companies issuing forth in solemn proces- sion, with the reliques of their several saints. More hurry, — more noise, — more music, — more laughter ; — and amid the general uproar, we reached the chief street, the Strada del Cassaro, illuminated throughout its length with a profusion of lamps sparkling on lofty pyra- midal stages. Already, the various processions were pa- rading their shrines, and banners, and pas- toral ornaments of gold or silver, in solemn progress in honour of Palermo's darling saint; — and as soon as the gradual restora- tion of Lord Hebberston permitted, the duke made the best of his way into the cathedral, the illumination of which would have better become a ball-room, than that sacred dome. Chandelier above chandelier, — girandole above girandole, diffused an all-dazzling light in the lofty choirs; exhibiting in rich relief the lacelike carvings of white marble, the stately tombs of porphyry and marble, and 10 the eighty columns of oriental granite sup- porting the roof. How strangely would this midnight blaze of day have startled the Normans, who super- posed on a Saracenic mosque that gorgeous temple of Christianity ! —",alex
222,"THE HEAD OF THE FAMILY. A Novel. AGATHA'S HUSBAND. By the Author of * John Halifax, Gentleman.' OLIVE, A Novel. By the Author of ' The Head of the Family.' THE OGILVIES.",alex
227,"She fnatched the plant eagerly from my hands, faid the pilgrim, and, having viewed it with earneft eyes, exclaimed, I fhall be happy j this is indeed the plant which which the Egyptian defcribed tQ me. Let us inftantly prepare it for the ufe to whkh I deftiny it. So ^ying^ ihe took a mortar, which the old woman had in read!-' nefsi in this, with her own fair hands, fhe pounded the fatal vege« table, the charm, as it were, on which her happinefs was to de-< pend. It yielded half a pint of a thin, whitifh liquor^ which fhe carefully poured iqto a phial* Here, Chriftian, iaid fhe, guard this, as you would a treafure : to- night a banquet will be given in the Alhambn^ to whicli Abdouli* nunati md all die nobles are .tQ« yited.",alex
232,"He is a liar,"" observed the tall man; "" give him rice indeed ! here is something would suit him better"" (taking up one of the pistols) — at which the short man laughed most heartily. I began to augur that no rice would now fall to my share, and I sat suffering the torments of hunger, until the two fellows had finished their repast. The tallest man, having washed his mouth and cleaned his white teeth, approached me as I sat on a stone in the doorway, looking down upon me as he would do upon a reptile which he had half a mind to trample upon out of sheer wantonness. I did not dare to raise my eyes to gaze on this for- midable personage, but sat perfectly silent, suffering the keen pangs of hunger. After some time had elapsed, the fellow said, "" Who are you, and what is your business at Asseerghur?"" This was indeed a per- plexing question ; I knew if I told the real truth my life would be in danger, if these men chanced to be connected with Trim- buckje's schemes ; and if I replied I had no business there, I should be looked upon with suspicion : if I made myself a person of no consequence, I should be despised; and if I made any pretensions, I should be deemed a liar with very good reason.",alex
237,"The particulars of this deed of hor- ror were widely circulated ; and as an accurate knowledge of the facts was of the deepest interest to the near kinsman of the victim Isabella, he and his mili- tary friend advanced towards the spot; the pursuer having first made a merit of circumstances, by writing to Flora, that he had repented of that purpose of revenge from which she had formerly dissuaded him ; dwelling largely upon the thankfulness which he himself felt, that the stain of blood in a private, though justifiable cause, was not on his hand. As Castlecreaghy was on tlie conti- nent at any rate, and as his mind was at ease, both upon the ground of the immorality of fighting, and the ridicule of not fighting, he resolved to examine the country for a few days. For this purpose, he and his friend agreed to journey together, both for the sake of companionship, and because the laird^s French was a little the worse, not for the wear, but for the want of it. In the course of their peregrinations, they had occasion to pass through a small village, in a remote part of the Hainault, and as the day was Sunday, they resolved to attend church. The church was small, and the worshippei's few, though very devout and orderly in their conduct. The priest made his appearance. He seemed as if both Time and Death had forgotten him.",alex
242,"He flung across, and stood yearning down upon her, the words breaking from him in gasps. "" I wish you were steeped in humiliation so that humanity shrunk from you, do you hear that ? . . . I wish you were an outcast, and a beggar, for I should love you then, and then you would understand my love ! ... I should want you if you were maimed, ... I should want you if you were blind ! By the spirit of my dearest Dead if your touch were leprous I'd wind your arms round my neck, and love you into the grave.",alex
247,"And all, as they reasoned, at their expense, as they had, one or other of them, to get up like slaves half an hour earlier every morning — because o^ her bargain. So a general ill will was excited against the poor young creature, which shewed itself by a more than usual proportion being displayed of that negligent insolence with which servants, if not closely looked after, are apt to treat go- vernesses. Selina came down pouting and looking dark as midnight — at once angry and rebellious. It was a chilly morning certainly, and her hands were red with the cold ; and her maid had done nothino; but abuse Miss Nevil all the time she had been dressing her. So Selina came in with a resohitlon to be as tiresome as she possibly could. *'",alex
